d3mIndex,V1,V2,V3,Class
234,354.0,471.0,0.376792,1
235,326.0,492.0,0.501396,1
236,105.0,484.0,0.47706,1
237,515.0,493.0,0.583588,1
238,918.0,485.0,0.361884,1
239,679.0,490.0,0.469989,1
240,633.0,501.0,0.441256,1
241,246.0,491.0,0.380595,1
242,467.0,492.0,0.395957,1
243,847.0,496.0,0.360448,1
244,123.0,503.0,0.459973,1
245,210.0,504.0,0.425706,1
246,906.0,505.0,0.41678,1
247,596.0,504.0,0.355652,1
248,842.0,506.0,0.413387,1
249,18.0,518.0,0.68358,1
250,563.0,529.0,0.480648,1
251,453.0,541.0,0.455883,1
252,530.0,518.0,0.352833,1
253,199.0,524.0,0.467615,1
254,86.0,523.0,0.472824,1
255,621.0,544.0,0.446096,1
256,646.0,524.0,0.350099,1
257,256.0,539.0,0.578664,1
258,522.0,536.0,0.4243,1
259,761.0,537.0,0.391191,1
260,935.0,546.0,0.453596,1
261,210.0,539.0,0.41682,1
262,172.0,542.0,0.352713,1
263,329.0,550.0,0.426,1
264,728.0,548.0,0.424356,1
265,165.0,561.0,0.482218,1
266,508.0,572.0,0.51379,1
267,550.0,563.0,0.364956,1
268,586.0,565.0,0.446423,1
269,140.0,579.0,0.554163,1
270,686.0,576.0,0.401932,1
271,276.0,570.0,0.350761,1
272,991.0,577.0,0.353092,1
273,601.0,580.0,0.375916,1
274,375.0,583.0,0.356869,1
275,648.0,586.0,0.404622,1
276,763.0,582.0,0.376129,1
277,273.0,583.0,0.376912,1
278,710.0,583.0,0.359144,1
279,766.0,591.0,0.360968,1
280,612.0,592.0,0.355673,1
281,44.0,594.0,0.363226,1
282,99.0,594.0,0.38279,1
283,391.0,596.0,0.357051,1
284,337.0,605.0,0.363056,1
285,675.0,607.0,0.3961,1
286,411.0,612.0,0.437149,1
287,777.0,616.0,0.416136,1
288,992.0,610.0,0.361312,1
289,274.0,617.0,0.541906,1
290,632.0,615.0,0.410634,1
291,552.0,621.0,0.470749,1
292,726.0,626.0,0.396268,1
293,359.0,621.0,0.366283,1
294,429.0,626.0,0.491486,1
295,651.0,627.0,0.424361,1
296,131.0,634.0,0.394137,1
297,85.0,637.0,0.416044,1
298,452.0,639.0,0.403379,1
299,567.0,641.0,0.417831,1
300,284.0,645.0,0.370738,1
301,662.0,649.0,0.372811,1
302,860.0,646.0,0.357975,1
303,686.0,648.0,0.367819,1
304,928.0,679.0,0.493793,1
305,599.0,658.0,0.386207,1
306,684.0,654.0,0.355316,1
307,781.0,658.0,0.405857,1
308,445.0,659.0,0.446897,1
309,19.0,666.0,0.654498,1
310,703.0,704.0,0.516167,1
311,76.0,666.0,0.350494,1
312,712.0,682.0,0.40181,1
313,554.0,687.0,0.484419,1
314,99.0,691.0,0.494373,1
315,272.0,689.0,0.458944,1
316,487.0,690.0,0.366382,1
317,763.0,696.0,0.437118,1
318,28.0,691.0,0.367388,1
319,989.0,707.0,0.457566,1
320,628.0,700.0,0.399552,1
321,729.0,701.0,0.375357,1
322,840.0,702.0,0.355846,1
323,35.0,704.0,0.375852,1
324,183.0,711.0,0.552845,1
325,116.0,711.0,0.411225,1
326,638.0,717.0,0.435279,1
327,846.0,712.0,0.352935,1
328,814.0,715.0,0.362308,1
329,46.0,723.0,0.404515,1
330,429.0,727.0,0.448123,1
331,571.0,722.0,0.420327,1
332,119.0,727.0,0.478407,1
333,290.0,720.0,0.357894,1
334,20.0,722.0,0.35042,1
335,540.0,724.0,0.429563,1
336,941.0,725.0,0.379467,1
337,24.0,728.0,0.357209,1
338,825.0,732.0,0.44553,1
339,945.0,739.0,0.377652,1
340,972.0,749.0,0.417903,1
341,38.0,760.0,0.598911,1
342,282.0,749.0,0.384101,1
343,73.0,748.0,0.362531,1
344,790.0,764.0,0.428627,1
345,658.0,752.0,0.404787,1
346,136.0,764.0,0.415685,1
347,853.0,762.0,0.445959,1
348,576.0,761.0,0.414217,1
349,665.0,761.0,0.41066,1
350,708.0,770.0,0.363405,1
351,492.0,774.0,0.502843,1
352,698.0,778.0,0.402598,1
353,51.0,788.0,0.364286,1
354,598.0,794.0,0.400147,1
355,639.0,798.0,0.439939,1
356,151.0,793.0,0.35908,1
357,999.0,799.0,0.395278,1
358,730.0,804.0,0.463276,1
359,325.0,806.0,0.53003,1
360,904.0,802.0,0.353889,1
361,916.0,824.0,0.416558,1
362,193.0,822.0,0.559341,1
363,507.0,820.0,0.41943,1
364,578.0,822.0,0.35048,1
365,747.0,827.0,0.455514,1
366,797.0,826.0,0.419361,1
367,822.0,826.0,0.379561,1
368,856.0,825.0,0.376546,1
369,984.0,825.0,0.387284,1
370,575.0,844.0,0.65992,1
371,554.0,839.0,0.37627,1
372,378.0,846.0,0.351953,1
373,423.0,853.0,0.480235,1
374,18.0,861.0,0.707771,1
375,153.0,861.0,0.385928,1
376,903.0,863.0,0.361071,1
377,49.0,874.0,0.418794,1
378,836.0,870.0,0.386461,1
379,890.0,879.0,0.411821,1
380,257.0,887.0,0.613464,1
381,149.0,881.0,0.402058,1
382,935.0,898.0,0.504856,1
383,319.0,903.0,0.444585,1
384,561.0,902.0,0.639795,1
385,588.0,906.0,0.612124,1
386,78.0,908.0,0.453376,1
387,147.0,907.0,0.41924,1
388,965.0,910.0,0.648748,1
389,278.0,912.0,0.519598,1
390,897.0,918.0,0.42251,1
391,431.0,920.0,0.485954,1
392,257.0,920.0,0.369299,1
393,597.0,922.0,0.374347,1
394,938.0,925.0,0.371949,1
395,602.0,935.0,0.455694,1
396,684.0,932.0,0.386847,1
397,968.0,935.0,0.385553,1
398,529.0,944.0,0.547493,1
399,30.0,955.0,0.376187,1
400,189.0,954.0,0.352736,1
401,598.0,958.0,0.513011,1
402,325.0,955.0,0.396981,1
403,110.0,958.0,0.351593,1
404,937.0,963.0,0.486767,1
405,82.0,960.0,0.391055,1
406,114.0,968.0,0.466401,1
407,634.0,972.0,0.420036,1
408,992.0,970.0,0.350581,1
409,472.0,973.0,0.363768,1
410,204.0,982.0,0.458328,1
411,828.0,982.0,0.476232,1
412,335.0,989.0,0.488178,1
413,1000.0,984.0,0.480106,1
414,266.0,988.0,0.50271,1
415,300.0,992.0,0.414974,1
416,475.0,988.0,0.375447,1
417,960.0,988.0,0.355885,1
418,851.0,1001.0,0.413346,1
419,542.0,993.0,0.401318,1
420,65.0,996.0,0.380339,1
421,652.0,1002.0,0.491177,1
422,129.0,1001.0,0.357658,1
423,394.0,1004.0,0.44636,1
424,566.0,1001.0,0.36338,1
425,26.0,1003.0,0.423875,1
426,136.0,1006.0,0.360414,1
427,864.0,1008.0,0.373069,1
428,196.0,430.0,0.563357,2
429,50.0,302.0,0.515474,2
430,392.0,439.0,0.767182,3
431,360.0,101.0,0.55907,5
432,33.0,383.0,0.696848,5
433,237.0,268.0,0.612603,4
434,268.0,52.0,0.512743,4
435,148.0,113.0,0.538053,4
436,463.0,354.0,0.452426,4
437,274.0,627.0,0.576878,3
438,465.0,953.0,0.575047,3
439,269.0,746.0,0.705637,2
440,561.0,645.0,0.497414,5
441,756.0,581.0,0.612394,2
442,692.0,812.0,0.678083,4
443,975.0,789.0,0.6414,4
444,861.0,596.0,0.635178,4
445,733.0,759.0,0.634017,5
446,918.0,437.0,0.521845,3
447,932.0,448.0,0.536196,4
448,678.0,457.0,0.593243,5
449,709.0,382.0,0.628265,4
450,784.0,292.0,0.655884,4
451,800.0,314.0,0.527466,5
452,643.0,411.0,0.461823,5
453,478.0,472.0,0.628727,5
454,546.0,286.0,0.584002,5
455,306.0,303.0,0.458158,4
456,731.0,223.0,0.601881,2
457,939.0,183.0,0.624513,3
458,701.0,79.0,0.482059,3
459,648.0,108.0,0.614308,4
460,698.0,181.0,0.60367,4
461,147.0,16.0,0.553567,1
462,374.0,16.0,0.404087,1
463,508.0,16.0,0.365854,1
464,932.0,16.0,0.387256,1
465,641.0,19.0,0.384801,1
466,403.0,23.0,0.394962,1
467,884.0,20.0,0.351021,1
468,443.0,23.0,0.370764,1
469,777.0,25.0,0.396116,1
470,414.0,28.0,0.3558,1
471,607.0,35.0,0.430913,1
472,984.0,35.0,0.379951,1
473,440.0,42.0,0.448439,1
474,834.0,38.0,0.358987,1
475,946.0,43.0,0.397945,1
476,992.0,42.0,0.355841,1
477,79.0,45.0,0.427208,1
478,222.0,51.0,0.372345,1
479,396.0,54.0,0.644664,1
480,136.0,68.0,0.410163,1
481,1006.0,66.0,0.364,1
482,816.0,70.0,0.410381,1
483,981.0,81.0,0.466594,1
484,398.0,72.0,0.35394,1
485,742.0,74.0,0.359249,1
486,160.0,82.0,0.35748,1
487,554.0,87.0,0.664489,1
488,462.0,86.0,0.351854,1
489,101.0,93.0,0.413817,1
490,761.0,92.0,0.422429,1
491,40.0,96.0,0.355182,1
492,711.0,98.0,0.370536,1
493,208.0,100.0,0.353974,1
494,192.0,106.0,0.363602,1
495,616.0,113.0,0.362317,1
496,34.0,120.0,0.393248,1
497,510.0,121.0,0.369377,1
498,249.0,125.0,0.421092,1
499,454.0,128.0,0.350428,1
500,65.0,136.0,0.466332,1
501,202.0,136.0,0.357318,1
502,40.0,152.0,0.457846,1
503,974.0,139.0,0.394036,1
504,406.0,143.0,0.466876,1
505,272.0,145.0,0.421959,1
506,547.0,147.0,0.455915,1
507,238.0,148.0,0.354715,1
508,426.0,163.0,0.480337,1
509,849.0,164.0,0.424669,1
510,701.0,165.0,0.373859,1
511,209.0,172.0,0.449636,1
512,612.0,169.0,0.369251,1
513,173.0,179.0,0.494574,1
514,67.0,186.0,0.409038,1
515,217.0,197.0,0.464032,1
516,299.0,191.0,0.385581,1
517,1002.0,200.0,0.426759,1
518,330.0,201.0,0.494632,1
519,73.0,213.0,0.37164,1
520,419.0,226.0,0.501164,1
521,195.0,217.0,0.628068,1
522,918.0,216.0,0.470059,1
523,664.0,218.0,0.352374,1
524,480.0,230.0,0.478205,1
525,601.0,233.0,0.385347,1
526,226.0,233.0,0.358995,1
527,305.0,239.0,0.407234,1
528,344.0,240.0,0.352082,1
529,520.0,242.0,0.363088,1
530,448.0,245.0,0.421225,1
531,122.0,254.0,0.470241,1
532,725.0,247.0,0.382242,1
533,750.0,247.0,0.390365,1
534,234.0,249.0,0.400359,1
535,359.0,250.0,0.412344,1
536,539.0,257.0,0.396882,1
537,966.0,279.0,0.54447,1
538,314.0,263.0,0.457873,1
539,678.0,263.0,0.363391,1
540,603.0,270.0,0.369666,1
541,651.0,281.0,0.452556,1
542,461.0,272.0,0.355782,1
543,376.0,289.0,0.381729,1
544,927.0,298.0,0.455245,1
545,427.0,309.0,0.457045,1
546,500.0,309.0,0.430835,1
547,674.0,308.0,0.411808,1
548,134.0,317.0,0.537243,1
549,183.0,315.0,0.385107,1
550,877.0,317.0,0.424303,1
551,96.0,321.0,0.380804,1
552,693.0,323.0,0.366955,1
553,931.0,327.0,0.493162,1
554,373.0,322.0,0.379196,1
555,131.0,335.0,0.425215,1
556,895.0,342.0,0.480175,1
557,96.0,337.0,0.406373,1
558,332.0,347.0,0.507272,1
559,280.0,354.0,0.405705,1
560,411.0,356.0,0.386303,1
561,625.0,369.0,0.380947,1
562,243.0,384.0,0.551765,1
563,323.0,384.0,0.473279,1
564,933.0,390.0,0.437669,1
565,109.0,380.0,0.38737,1
566,564.0,406.0,0.561416,1
567,491.0,396.0,0.441609,1
568,70.0,397.0,0.356975,1
569,147.0,396.0,0.38869,1
570,602.0,398.0,0.352475,1
571,744.0,404.0,0.423852,1
572,263.0,415.0,0.387646,1
573,615.0,426.0,0.475621,1
574,748.0,417.0,0.359466,1
575,958.0,432.0,0.540865,1
576,58.0,492.0,0.483956,1
577,257.0,433.0,0.464298,1
578,683.0,441.0,0.396337,1
579,447.0,446.0,0.377855,1
580,518.0,454.0,0.357955,1
581,852.0,454.0,0.361126,1
582,238.0,461.0,0.470905,1
583,454.0,456.0,0.352119,1
584,870.0,484.0,0.555678,1
585,97.0,468.0,0.379238,1
586,118.0,476.0,0.500499,1
587,914.0,475.0,0.361481,1
588,512.0,480.0,0.418656,1
589,96.0,486.0,0.357585,1
590,268.0,487.0,0.404533,1
591,288.0,499.0,0.382564,1
592,32.0,502.0,0.377112,1
593,265.0,514.0,0.5747,1
594,617.0,516.0,0.351693,1
595,381.0,520.0,0.405102,1
596,802.0,521.0,0.389963,1
597,90.0,527.0,0.498695,1
598,598.0,529.0,0.372384,1
599,619.0,534.0,0.412035,1
600,768.0,535.0,0.405021,1
601,412.0,534.0,0.35834,1
602,307.0,543.0,0.382802,1
603,962.0,551.0,0.413294,1
604,174.0,548.0,0.354181,1
605,205.0,566.0,0.520854,1
606,330.0,551.0,0.398278,1
607,394.0,550.0,0.35674,1
608,602.0,550.0,0.354207,1
609,922.0,564.0,0.484901,1
610,69.0,563.0,0.396884,1
611,674.0,566.0,0.556834,1
612,806.0,562.0,0.359503,1
613,983.0,584.0,0.493809,1
614,551.0,570.0,0.392524,1
615,122.0,588.0,0.422153,1
616,370.0,575.0,0.356227,1
617,70.0,576.0,0.356905,1
618,410.0,582.0,0.409299,1
619,324.0,582.0,0.354139,1
620,19.0,599.0,0.461593,1
621,607.0,589.0,0.39101,1
622,80.0,619.0,0.478778,1
623,230.0,594.0,0.424893,1
624,952.0,609.0,0.452266,1
625,805.0,601.0,0.381825,1
626,620.0,607.0,0.464715,1
627,242.0,620.0,0.471988,1
628,501.0,663.0,0.538582,1
629,146.0,611.0,0.381749,1
630,424.0,611.0,0.406284,1
631,341.0,612.0,0.371524,1
632,811.0,612.0,0.379699,1
633,37.0,616.0,0.380659,1
634,401.0,622.0,0.380059,1
635,920.0,626.0,0.440664,1
636,632.0,628.0,0.351773,1
637,798.0,629.0,0.463348,1
638,586.0,638.0,0.449784,1
639,971.0,632.0,0.369633,1
640,636.0,635.0,0.371799,1
641,440.0,642.0,0.353016,1
642,983.0,646.0,0.37548,1
643,271.0,661.0,0.450424,1
644,229.0,659.0,0.507306,1
645,651.0,661.0,0.448651,1
646,939.0,655.0,0.589725,1
647,618.0,667.0,0.492982,1
648,100.0,666.0,0.383296,1
649,435.0,671.0,0.419086,1
650,566.0,755.0,0.617785,1
651,573.0,672.0,0.367926,1
652,68.0,680.0,0.412798,1
653,243.0,686.0,0.529781,1
654,626.0,684.0,0.397454,1
655,489.0,690.0,0.525875,1
656,401.0,705.0,0.458378,1
657,674.0,692.0,0.393564,1
658,352.0,692.0,0.364522,1
659,730.0,697.0,0.374508,1
660,105.0,704.0,0.470454,1
661,326.0,698.0,0.361122,1
662,22.0,700.0,0.382629,1
663,772.0,717.0,0.511456,1
664,887.0,704.0,0.360656,1
665,290.0,715.0,0.46404,1
666,646.0,709.0,0.432289,1
667,682.0,709.0,0.402564,1
668,142.0,710.0,0.361437,1
669,896.0,718.0,0.360749,1
670,148.0,723.0,0.423495,1
671,198.0,724.0,0.387274,1
672,192.0,725.0,0.356212,1
673,264.0,726.0,0.363061,1
674,599.0,727.0,0.364699,1
675,655.0,736.0,0.453903,1
676,912.0,733.0,0.368631,1
677,534.0,760.0,0.454491,1
678,454.0,741.0,0.365755,1
679,808.0,745.0,0.482047,1
680,27.0,745.0,0.388458,1
681,113.0,754.0,0.482913,1
682,354.0,749.0,0.393686,1
683,672.0,750.0,0.431037,1
684,67.0,757.0,0.417615,1
685,462.0,779.0,0.557043,1
686,247.0,763.0,0.476626,1
687,818.0,767.0,0.416814,1
688,361.0,765.0,0.418625,1
689,196.0,766.0,0.374306,1
690,324.0,766.0,0.363051,1
691,406.0,774.0,0.46952,1
692,65.0,779.0,0.378615,1
693,358.0,776.0,0.36155,1
694,124.0,778.0,0.35295,1
695,652.0,783.0,0.50368,1
696,780.0,784.0,0.361571,1
697,332.0,792.0,0.393736,1
698,724.0,794.0,0.403228,1
699,913.0,795.0,0.38748,1
700,200.0,802.0,0.385789,1
701,645.0,835.0,0.694181,1
702,122.0,815.0,0.432162,1
703,70.0,808.0,0.374053,1
704,919.0,812.0,0.371567,1
705,206.0,822.0,0.362435,1
706,380.0,834.0,0.446458,1
707,172.0,826.0,0.359556,1
708,434.0,832.0,0.479372,1
709,282.0,836.0,0.352206,1
710,707.0,839.0,0.414493,1
711,35.0,846.0,0.405501,1
712,611.0,852.0,0.514915,1
713,991.0,846.0,0.459902,1
714,310.0,846.0,0.466648,1
715,579.0,849.0,0.465549,1
716,762.0,845.0,0.381181,1
717,65.0,848.0,0.399796,1
718,183.0,855.0,0.457224,1
719,888.0,854.0,0.387583,1
720,451.0,865.0,0.473154,1
721,94.0,860.0,0.394937,1
722,347.0,872.0,0.480176,1
723,558.0,873.0,0.497495,1
724,877.0,918.0,0.560655,1
725,134.0,899.0,0.467086,1
726,415.0,887.0,0.481609,1
727,760.0,877.0,0.385502,1
728,504.0,884.0,0.460877,1
729,600.0,880.0,0.378482,1
730,626.0,885.0,0.377533,1
731,899.0,894.0,0.420144,1
732,54.0,890.0,0.361881,1
733,670.0,890.0,0.357551,1
734,990.0,891.0,0.368562,1
735,797.0,894.0,0.362605,1
736,234.0,894.0,0.351213,1
737,946.0,894.0,0.353076,1
738,716.0,896.0,0.350355,1
739,768.0,902.0,0.445505,1
740,576.0,905.0,0.517332,1
741,68.0,918.0,0.450155,1
742,247.0,922.0,0.465571,1
743,360.0,904.0,0.387162,1
744,507.0,908.0,0.484353,1
745,725.0,911.0,0.396891,1
746,534.0,907.0,0.369174,1
747,842.0,913.0,0.368553,1
748,273.0,916.0,0.455944,1
749,104.0,917.0,0.374441,1
750,670.0,918.0,0.544558,1
751,397.0,930.0,0.434491,1
752,543.0,928.0,0.454639,1
753,466.0,927.0,0.385003,1
754,205.0,939.0,0.433097,1
755,821.0,930.0,0.371111,1
756,919.0,937.0,0.419981,1
757,167.0,950.0,0.570056,1
758,685.0,938.0,0.408805,1
759,104.0,938.0,0.384814,1
760,363.0,936.0,0.372624,1
761,659.0,941.0,0.358118,1
762,30.0,945.0,0.361172,1
763,106.0,959.0,0.545687,1
764,216.0,949.0,0.364355,1
765,745.0,949.0,0.354881,1
766,651.0,952.0,0.392751,1
767,560.0,955.0,0.392914,1
768,949.0,952.0,0.364971,1
769,750.0,958.0,0.350741,1
770,69.0,963.0,0.381227,1
771,38.0,962.0,0.358565,1
772,653.0,967.0,0.395894,1
773,221.0,979.0,0.45086,1
774,625.0,965.0,0.439037,1
775,964.0,966.0,0.358364,1
776,928.0,989.0,0.506266,1
777,350.0,971.0,0.392397,1
778,829.0,972.0,0.466833,1
779,75.0,975.0,0.395909,1
780,288.0,978.0,0.385543,1
781,302.0,977.0,0.358768,1
782,488.0,981.0,0.50308,1
783,696.0,978.0,0.409212,1
784,261.0,982.0,0.428653,1
785,763.0,983.0,0.372953,1
786,585.0,983.0,0.375218,1
787,130.0,982.0,0.350603,1
788,681.0,985.0,0.360673,1
789,698.0,1000.0,0.455161,1
790,975.0,1002.0,0.427968,1
791,499.0,995.0,0.362264,1
792,778.0,1003.0,0.4446,1
793,90.0,1004.0,0.440025,1
794,294.0,997.0,0.3766,1
795,473.0,996.0,0.382413,1
796,270.0,1003.0,0.456859,1
797,338.0,1003.0,0.462758,1
798,561.0,1005.0,0.44216,1
799,836.0,1004.0,0.38874,1
800,234.0,1005.0,0.357566,1
801,41.0,1008.0,0.494583,1
802,195.0,297.0,0.688172,2
803,306.0,490.0,0.56871,2
804,379.0,399.0,0.554577,2
805,115.0,384.0,0.674988,2
806,447.0,454.0,0.573984,2
807,92.0,457.0,0.67076,5
808,170.0,269.0,0.721255,3
809,348.0,432.0,0.65191,3
810,392.0,426.0,0.579345,3
811,390.0,504.0,0.578221,5
812,230.0,538.0,0.658747,2
813,160.0,565.0,0.72064,5
814,293.0,586.0,0.726921,3
815,83.0,429.0,0.618248,5
816,111.0,511.0,0.638739,5
817,150.0,498.0,0.351267,5
818,406.0,621.0,0.769143,2
819,476.0,646.0,0.490072,2
