d3mIndex,global_id,event_id,wire_id,energy_deposit,relative_time,label
273,762213,170,273,1.78688535044e-07,784.824255675,1
274,762214,170,274,0.0,0.0,0
275,762215,170,275,0.0,0.0,0
276,762216,170,276,0.0,0.0,0
277,762217,170,277,0.0,0.0,0
278,762218,170,278,0.0,0.0,0
279,762219,170,279,0.0,0.0,0
280,762220,170,280,0.0,0.0,0
281,762221,170,281,0.0,0.0,0
282,762222,170,282,0.0,0.0,0
283,762223,170,283,0.0,0.0,0
284,762224,170,284,0.0,0.0,0
285,762225,170,285,0.0,0.0,0
286,762226,170,286,0.0,0.0,0
287,762227,170,287,0.0,0.0,0
288,762228,170,288,0.0,0.0,0
289,762229,170,289,0.0,0.0,0
290,762230,170,290,0.0,0.0,0
291,762231,170,291,0.0,0.0,0
292,762232,170,292,0.0,0.0,0
293,762233,170,293,0.0,0.0,0
294,762234,170,294,0.0,0.0,0
295,762235,170,295,0.0,0.0,0
296,762236,170,296,0.0,0.0,0
297,762237,170,297,0.0,0.0,0
298,762238,170,298,0.0,0.0,0
299,762239,170,299,0.0,0.0,0
300,762240,170,300,4.8541536667e-06,538.756600965,0
301,762241,170,301,8.46921645233e-06,606.120760026,0
302,762242,170,302,1.41116372557e-05,488.543269646,0
303,762243,170,303,5.82575659304e-07,279.902781039,1
304,762244,170,304,1.50875254895e-06,91.4048675957,1
305,762245,170,305,9.739510973e-07,904.604086966,0
306,762246,170,306,0.0,0.0,0
307,762247,170,307,8.03369726205e-08,837.150935118,1
308,762248,170,308,1.92685770253e-06,42.6046726149,1
309,762249,170,309,1.61739295228e-06,417.759796103,1
310,762250,170,310,0.0,0.0,0
311,762251,170,311,0.0,0.0,0
312,762252,170,312,0.0,0.0,0
313,762253,170,313,0.0,0.0,0
314,762254,170,314,0.0,0.0,0
315,762255,170,315,0.0,0.0,0
316,762256,170,316,0.0,0.0,0
317,762257,170,317,0.0,0.0,0
318,762258,170,318,0.0,0.0,0
319,762259,170,319,0.0,0.0,0
320,762260,170,320,0.0,0.0,0
321,762261,170,321,0.0,0.0,0
322,762262,170,322,0.0,0.0,0
323,762263,170,323,2.49043925408e-05,517.273032118,0
324,762264,170,324,0.0,0.0,0
325,762265,170,325,0.0,0.0,0
326,762266,170,326,0.0,0.0,0
327,762267,170,327,0.0,0.0,0
328,762268,170,328,2.25597027068e-05,704.026024134,0
329,762269,170,329,2.67272442404e-05,797.822038937,0
330,762270,170,330,0.0,0.0,0
331,762271,170,331,0.0,0.0,0
332,762272,170,332,0.0,0.0,0
333,762273,170,333,0.0,0.0,0
334,762274,170,334,0.0,0.0,0
335,762275,170,335,7.58293006821e-06,531.884965911,0
336,762276,170,336,0.0,0.0,0
337,762277,170,337,0.0,0.0,0
338,762278,170,338,0.0,0.0,0
339,762279,170,339,0.0,0.0,0
340,762280,170,340,0.0,0.0,0
341,762281,170,341,0.0,0.0,0
342,762282,170,342,3.51069143434e-06,944.486586392,0
343,762283,170,343,1.7011897746e-05,978.874478561,0
344,762284,170,344,0.0,0.0,0
345,762285,170,345,3.51777230868e-05,198.723032638,0
346,762286,170,346,0.0,0.0,0
347,762287,170,347,0.0,0.0,0
348,762288,170,348,0.0,0.0,0
349,762289,170,349,0.0,0.0,0
350,762290,170,350,0.0,0.0,0
351,762291,170,351,0.0,0.0,0
352,762292,170,352,0.000492347226296,666.480105537,0
353,762293,170,353,8.88667635667e-07,151.17621868,0
354,762294,170,354,2.41196931024e-06,139.550275621,0
355,762295,170,355,2.0072998585e-06,1143.71842639,0
356,762296,170,356,1.11845465939e-06,139.024114342,0
357,762297,170,357,1.73758970197e-06,140.864317217,0
358,762298,170,358,1.87277317996e-06,1149.71399459,0
359,762299,170,359,5.73151958253e-07,513.119551321,0
360,762300,170,360,7.5154451006e-07,380.468259582,0
361,762301,170,361,1.13700835263e-06,1155.41346597,0
362,762302,170,362,2.026675286e-07,643.617138297,0
363,762303,170,363,0.0,0.0,0
364,762304,170,364,0.0,0.0,0
365,762305,170,365,0.0,0.0,0
366,762306,170,366,0.0,0.0,0
367,762307,170,367,0.0,0.0,0
368,762308,170,368,0.0,0.0,0
369,762309,170,369,0.0,0.0,0
370,762310,170,370,0.0,0.0,0
371,762311,170,371,0.0,0.0,0
372,762312,170,372,0.0,0.0,0
373,762313,170,373,0.0,0.0,0
374,762314,170,374,0.0,0.0,0
375,762315,170,375,0.0,0.0,0
376,762316,170,376,0.0,0.0,0
377,762317,170,377,0.0,0.0,0
378,762318,170,378,0.0,0.0,0
379,762319,170,379,0.0,0.0,0
380,762320,170,380,0.0,0.0,0
381,762321,170,381,0.0,0.0,0
382,762322,170,382,0.0,0.0,0
383,762323,170,383,0.0,0.0,0
384,762324,170,384,0.0,0.0,0
385,762325,170,385,0.0,0.0,0
386,762326,170,386,0.0,0.0,0
387,762327,170,387,0.0,0.0,0
388,762328,170,388,3.88164868196e-05,621.590025179,0
389,762329,170,389,1.37679622771e-05,560.77569679,0
390,762330,170,390,8.31287045338e-06,609.570470687,0
391,762331,170,391,3.14509252104e-05,1114.43371945,0
392,762332,170,392,0.0,0.0,0
393,762333,170,393,1.8858486661e-05,529.643481043,0
394,762334,170,394,0.0,0.0,0
395,762335,170,395,0.0,0.0,0
396,762336,170,396,0.0,0.0,0
397,762337,170,397,0.0,0.0,0
398,762338,170,398,0.0,0.0,0
399,762339,170,399,0.0,0.0,0
400,762340,170,400,0.0,0.0,0
401,762341,170,401,0.0,0.0,0
402,762342,170,402,0.0,0.0,0
403,762343,170,403,0.0,0.0,0
404,762344,170,404,0.0,0.0,0
405,762345,170,405,0.0,0.0,0
406,762346,170,406,0.0,0.0,0
407,762347,170,407,8.72786432699e-06,630.0,0
408,762348,170,408,8.13357375671e-05,398.0,0
409,762349,170,409,4.6639887608e-05,634.0,0
410,762350,170,410,0.0,0.0,0
411,762351,170,411,0.0,0.0,0
412,762352,170,412,0.0,0.0,0
413,762353,170,413,0.0,0.0,0
414,762354,170,414,0.0,0.0,0
415,762355,170,415,0.0,0.0,0
416,762356,170,416,0.0,0.0,0
417,762357,170,417,0.0,0.0,0
418,762358,170,418,0.0,0.0,0
419,762359,170,419,0.0,0.0,0
420,762360,170,420,0.0,0.0,0
421,762361,170,421,0.0,0.0,0
422,762362,170,422,0.0,0.0,0
423,762363,170,423,0.0,0.0,0
424,762364,170,424,0.0,0.0,0
425,762365,170,425,0.0,0.0,0
426,762366,170,426,0.0,0.0,0
427,762367,170,427,0.0,0.0,0
428,762368,170,428,1.17386540219e-06,50.3083284667,0
429,762369,170,429,3.11236922257e-07,107.461264648,0
430,762370,170,430,0.0,0.0,0
431,762371,170,431,0.0,0.0,0
432,762372,170,432,0.0,0.0,0
433,762373,170,433,0.0,0.0,0
434,762374,170,434,0.0,0.0,0
435,762375,170,435,2.95420353239e-05,570.17856205,0
436,762376,170,436,4.6158494947e-05,774.072824142,0
437,762377,170,437,0.0,0.0,0
438,762378,170,438,0.0,0.0,0
439,762379,170,439,0.0,0.0,0
440,762380,170,440,0.0,0.0,0
441,762381,170,441,0.0,0.0,0
442,762382,170,442,0.0,0.0,0
443,762383,170,443,0.0,0.0,0
444,762384,170,444,0.0,0.0,0
445,762385,170,445,0.0,0.0,0
446,762386,170,446,0.0,0.0,0
447,762387,170,447,0.0,0.0,0
448,762388,170,448,0.0,0.0,0
449,762389,170,449,2.15171235625e-05,588.157568634,0
450,762390,170,450,0.0,0.0,0
451,762391,170,451,0.0,0.0,0
452,762392,170,452,0.0,0.0,0
453,762393,170,453,0.0,0.0,0
454,762394,170,454,0.0,0.0,0
455,762395,170,455,0.0,0.0,0
456,762396,170,456,0.0,0.0,0
457,762397,170,457,0.0,0.0,0
458,762398,170,458,0.0,0.0,0
459,762399,170,459,0.0,0.0,0
460,762400,170,460,0.0,0.0,0
461,762401,170,461,0.0,0.0,0
462,762402,170,462,0.000273500413782,989.050709208,0
463,762403,170,463,0.00043563765367,975.114337473,0
464,762404,170,464,0.0,0.0,0
465,762405,170,465,0.0,0.0,0
466,762406,170,466,0.0,0.0,0
467,762407,170,467,0.0,0.0,0
468,762408,170,468,0.0,0.0,0
469,762409,170,469,0.0,0.0,0
470,762410,170,470,0.0,0.0,0
471,762411,170,471,0.0,0.0,0
472,762412,170,472,0.0,0.0,0
473,762413,170,473,0.0,0.0,0
474,762414,170,474,0.0,0.0,0
475,762415,170,475,0.0,0.0,0
476,762416,170,476,5.31830221804e-05,371.762343663,0
477,762417,170,477,0.0,0.0,0
478,762418,170,478,0.0,0.0,0
479,762419,170,479,0.0,0.0,0
480,762420,170,480,0.0,0.0,0
481,762421,170,481,0.0,0.0,0
482,762422,170,482,0.0,0.0,0
483,762423,170,483,0.0,0.0,0
484,762424,170,484,5.77841515681e-07,578.825049422,1
485,762425,170,485,2.47416157807e-06,11.9725665315,1
486,762426,170,486,1.44179233722e-06,300.174756092,1
487,762427,170,487,0.0,0.0,0
488,762428,170,488,0.0,0.0,0
489,762429,170,489,0.0,0.0,0
490,762430,170,490,0.0,0.0,0
491,762431,170,491,0.0,0.0,0
492,762432,170,492,0.0,0.0,0
493,762433,170,493,0.0,0.0,0
494,762434,170,494,0.0,0.0,0
495,762435,170,495,0.0,0.0,0
496,762436,170,496,0.0,0.0,0
497,762437,170,497,0.0,0.0,0
498,762438,170,498,0.0,0.0,0
499,762439,170,499,0.0,0.0,0
500,762440,170,500,0.0,0.0,0
501,762441,170,501,0.0,0.0,0
502,762442,170,502,0.0,0.0,0
503,762443,170,503,0.0,0.0,0
504,762444,170,504,0.0,0.0,0
505,762445,170,505,0.0,0.0,0
506,762446,170,506,0.0,0.0,0
507,762447,170,507,0.0,0.0,0
508,762448,170,508,0.0,0.0,0
509,762449,170,509,0.0,0.0,0
510,762450,170,510,0.0,0.0,0
511,762451,170,511,0.0,0.0,0
512,762452,170,512,8.81066205669e-08,469.227166026,0
513,762453,170,513,9.48579551811e-06,349.712208247,0
514,762454,170,514,5.20689236043e-06,517.025589204,0
515,762455,170,515,0.0,0.0,0
516,762456,170,516,0.0,0.0,0
517,762457,170,517,0.0,0.0,0
518,762458,170,518,5.07417683259e-07,470.397513183,1
519,762459,170,519,1.68007279948e-06,19.4752406312,1
520,762460,170,520,1.30457307427e-06,164.755041139,1
521,762461,170,521,1.43718528485e-06,152.882633022,1
522,762462,170,522,0.0,0.0,0
523,762463,170,523,7.21051777989e-05,404.368757138,0
524,762464,170,524,0.00154807740955,612.767848077,0
525,762465,170,525,0.0,0.0,0
526,762466,170,526,0.0,0.0,0
527,762467,170,527,0.0,0.0,0
528,762468,170,528,0.0,0.0,0
529,762469,170,529,1.00797784639e-05,636.944279604,0
530,762470,170,530,0.0,0.0,0
531,762471,170,531,0.0,0.0,0
532,762472,170,532,0.000521350657885,250.623898308,0
533,762473,170,533,0.0,0.0,0
534,762474,170,534,0.0,0.0,0
535,762475,170,535,0.0,0.0,0
536,762476,170,536,0.0,0.0,0
537,762477,170,537,0.0,0.0,0
538,762478,170,538,0.0,0.0,0
539,762479,170,539,0.0,0.0,0
540,762480,170,540,0.0,0.0,0
541,762481,170,541,0.0,0.0,0
542,762482,170,542,0.0,0.0,0
543,762483,170,543,0.0,0.0,0
544,762484,170,544,0.0,0.0,0
545,762485,170,545,0.0,0.0,0
546,762486,170,546,0.0,0.0,0
547,762487,170,547,0.0,0.0,0
548,762488,170,548,0.0,0.0,0
549,762489,170,549,0.0,0.0,0
550,762490,170,550,0.0,0.0,0
551,762491,170,551,0.0,0.0,0
552,762492,170,552,0.0,0.0,0
553,762493,170,553,0.0,0.0,0
554,762494,170,554,1.52239182792e-05,785.728449871,0
555,762495,170,555,2.27620141957e-06,99.9393240744,0
556,762496,170,556,0.0,0.0,0
557,762497,170,557,0.0,0.0,0
558,762498,170,558,2.51469653268e-05,404.581991552,0
559,762499,170,559,2.0674137823e-05,486.481696922,0
560,762500,170,560,0.0,0.0,0
561,762501,170,561,0.0,0.0,0
562,762502,170,562,0.0,0.0,0
563,762503,170,563,0.0,0.0,0
564,762504,170,564,0.0,0.0,0
565,762505,170,565,0.0,0.0,0
566,762506,170,566,0.0,0.0,0
567,762507,170,567,8.9291921608e-07,1080.81844538,0
568,762508,170,568,1.74900416742e-06,53.3247444906,0
569,762509,170,569,2.46509796096e-06,176.42945262,0
570,762510,170,570,1.90823151207e-06,1157.32588497,0
571,762511,170,571,1.97376379994e-06,5.98482889165,0
572,762512,170,572,2.42836739261e-06,1145.47535863,0
573,762513,170,573,1.796318877e-06,167.064840435,0
574,762514,170,574,0.0,0.0,0
575,762515,170,575,0.0,0.0,0
576,762516,170,576,0.0,0.0,0
577,762517,170,577,0.0,0.0,0
578,762518,170,578,0.0,0.0,0
579,762519,170,579,0.0,0.0,0
580,762520,170,580,0.0,0.0,0
581,762521,170,581,0.0,0.0,0
582,762522,170,582,0.0,0.0,0
583,762523,170,583,2.53430351459e-05,825.008773519,0
584,762524,170,584,0.000221099544112,95.603548209,0
585,762525,170,585,0.0,0.0,0
586,762526,170,586,0.0,0.0,0
587,762527,170,587,0.0,0.0,0
588,762528,170,588,0.0,0.0,0
589,762529,170,589,0.0,0.0,0
590,762530,170,590,0.0,0.0,0
591,762531,170,591,0.0,0.0,0
592,762532,170,592,0.0,0.0,0
593,762533,170,593,0.0,0.0,0
594,762534,170,594,0.0,0.0,0
595,762535,170,595,0.0,0.0,0
596,762536,170,596,0.0,0.0,0
597,762537,170,597,0.0,0.0,0
598,762538,170,598,0.0,0.0,0
599,762539,170,599,0.0,0.0,0
600,762540,170,600,0.0,0.0,0
601,762541,170,601,0.0,0.0,0
602,762542,170,602,3.36147411804e-05,934.309790449,0
603,762543,170,603,0.0,0.0,0
604,762544,170,604,0.0,0.0,0
605,762545,170,605,0.0,0.0,0
606,762546,170,606,0.0,0.0,0
607,762547,170,607,0.000206965929549,1120.91586525,0
608,762548,170,608,0.0,0.0,0
609,762549,170,609,0.0,0.0,0
610,762550,170,610,0.0,0.0,0
611,762551,170,611,0.0,0.0,0
612,762552,170,612,0.0,0.0,0
613,762553,170,613,0.0,0.0,0
614,762554,170,614,0.0,0.0,0
615,762555,170,615,6.53231898354e-06,698.0,0
616,762556,170,616,1.07378780346e-05,478.0,0
617,762557,170,617,6.0118416829e-05,429.630598265,0
618,762558,170,618,0.0,0.0,0
619,762559,170,619,0.0,0.0,0
620,762560,170,620,0.0,0.0,0
621,762561,170,621,0.0,0.0,0
622,762562,170,622,0.0,0.0,0
623,762563,170,623,0.0,0.0,0
624,762564,170,624,0.0,0.0,0
625,762565,170,625,0.0,0.0,0
626,762566,170,626,0.0,0.0,0
627,762567,170,627,0.0,0.0,0
628,762568,170,628,0.0,0.0,0
629,762569,170,629,0.0,0.0,0
630,762570,170,630,0.0,0.0,0
631,762571,170,631,0.0,0.0,0
632,762572,170,632,0.0,0.0,0
633,762573,170,633,0.0,0.0,0
634,762574,170,634,0.0,0.0,0
635,762575,170,635,0.0,0.0,0
636,762576,170,636,0.0,0.0,0
637,762577,170,637,3.27507061014e-07,67.7407299819,0
638,762578,170,638,0.0,0.0,0
639,762579,170,639,0.0,0.0,0
640,762580,170,640,0.0,0.0,0
641,762581,170,641,0.0,0.0,0
642,762582,170,642,0.0,0.0,0
643,762583,170,643,2.51964443883e-06,563.960505115,0
644,762584,170,644,6.84945251313e-05,751.424309602,0
645,762585,170,645,0.0,0.0,0
646,762586,170,646,0.0,0.0,0
647,762587,170,647,0.0,0.0,0
648,762588,170,648,0.0,0.0,0
649,762589,170,649,0.0,0.0,0
650,762590,170,650,0.0,0.0,0
651,762591,170,651,0.0,0.0,0
652,762592,170,652,0.0,0.0,0
653,762593,170,653,0.0,0.0,0
654,762594,170,654,3.72890895165e-05,1005.24675865,0
655,762595,170,655,0.0,0.0,0
656,762596,170,656,0.0,0.0,0
657,762597,170,657,0.0,0.0,0
658,762598,170,658,0.0,0.0,0
659,762599,170,659,0.0,0.0,0
660,762600,170,660,0.0,0.0,0
661,762601,170,661,0.0,0.0,0
662,762602,170,662,0.0,0.0,0
663,762603,170,663,0.0,0.0,0
664,762604,170,664,0.0,0.0,0
665,762605,170,665,0.0,0.0,0
666,762606,170,666,6.30811414447e-05,549.633883021,0
667,762607,170,667,0.0,0.0,0
668,762608,170,668,0.0,0.0,0
669,762609,170,669,0.0,0.0,0
670,762610,170,670,0.0,0.0,0
671,762611,170,671,0.0,0.0,0
672,762612,170,672,0.0,0.0,0
673,762613,170,673,0.0,0.0,0
674,762614,170,674,0.0,0.0,0
675,762615,170,675,0.0,0.0,0
676,762616,170,676,0.0,0.0,0
677,762617,170,677,0.0,0.0,0
678,762618,170,678,0.0,0.0,0
