d3mIndex,V1,V2,V3,Class
217,794.0,184.0,0.350646,1
218,1003.0,186.0,0.43906,1
219,217.0,192.0,0.35804,1
220,485.0,197.0,0.429024,1
221,650.0,196.0,0.386126,1
222,789.0,201.0,0.39763,1
223,56.0,207.0,0.422615,1
224,23.0,204.0,0.382994,1
225,842.0,207.0,0.434265,1
226,276.0,206.0,0.360251,1
227,151.0,210.0,0.436919,1
228,231.0,211.0,0.386925,1
229,383.0,211.0,0.406333,1
230,872.0,212.0,0.406107,1
231,654.0,214.0,0.402619,1
232,176.0,219.0,0.44982,1
233,462.0,216.0,0.385667,1
234,799.0,218.0,0.388483,1
235,486.0,218.0,0.383494,1
236,927.0,222.0,0.456226,1
237,772.0,221.0,0.371982,1
238,998.0,220.0,0.360631,1
239,124.0,226.0,0.39823,1
240,28.0,229.0,0.45614,1
241,807.0,232.0,0.382438,1
242,670.0,237.0,0.404236,1
243,271.0,238.0,0.433531,1
244,73.0,238.0,0.388875,1
245,184.0,239.0,0.370503,1
246,292.0,240.0,0.355149,1
247,410.0,246.0,0.400415,1
248,991.0,254.0,0.43717,1
249,134.0,251.0,0.410615,1
250,888.0,252.0,0.496788,1
251,198.0,251.0,0.381731,1
252,467.0,252.0,0.443916,1
253,510.0,251.0,0.409589,1
254,52.0,260.0,0.375826,1
255,686.0,265.0,0.559477,1
256,539.0,266.0,0.378794,1
257,180.0,268.0,0.415129,1
258,857.0,268.0,0.396486,1
259,721.0,269.0,0.408224,1
260,585.0,272.0,0.369383,1
261,458.0,274.0,0.389404,1
262,617.0,274.0,0.402999,1
263,73.0,276.0,0.380922,1
264,214.0,274.0,0.350735,1
265,285.0,276.0,0.391592,1
266,353.0,280.0,0.400865,1
267,753.0,280.0,0.449499,1
268,689.0,281.0,0.394097,1
269,780.0,282.0,0.395097,1
270,988.0,283.0,0.421584,1
271,504.0,285.0,0.445405,1
272,118.0,288.0,0.359703,1
273,699.0,294.0,0.394107,1
274,994.0,296.0,0.381486,1
275,123.0,295.0,0.362042,1
276,456.0,298.0,0.425951,1
277,801.0,296.0,0.423052,1
278,681.0,300.0,0.381255,1
279,34.0,302.0,0.418128,1
280,611.0,305.0,0.452012,1
281,689.0,314.0,0.500235,1
282,432.0,313.0,0.438727,1
283,1004.0,313.0,0.374586,1
284,143.0,318.0,0.515876,1
285,52.0,325.0,0.428557,1
286,626.0,321.0,0.550982,1
287,715.0,327.0,0.467988,1
288,554.0,327.0,0.388458,1
289,401.0,329.0,0.359386,1
290,830.0,328.0,0.380284,1
291,114.0,330.0,0.375378,1
292,323.0,332.0,0.375158,1
293,533.0,337.0,0.366397,1
294,946.0,336.0,0.354515,1
295,159.0,338.0,0.375517,1
296,196.0,343.0,0.388642,1
297,89.0,344.0,0.370574,1
298,711.0,344.0,0.423831,1
299,736.0,348.0,0.440887,1
300,836.0,349.0,0.411706,1
301,893.0,348.0,0.402998,1
302,97.0,358.0,0.489707,1
303,794.0,362.0,0.401574,1
304,205.0,357.0,0.364159,1
305,924.0,356.0,0.377977,1
306,967.0,361.0,0.48573,1
307,422.0,358.0,0.360393,1
308,740.0,363.0,0.377998,1
309,476.0,361.0,0.410253,1
310,505.0,364.0,0.38971,1
311,293.0,367.0,0.405819,1
312,751.0,377.0,0.421807,1
313,442.0,382.0,0.45688,1
314,185.0,382.0,0.401557,1
315,912.0,382.0,0.460697,1
316,348.0,385.0,0.4499,1
317,364.0,394.0,0.357579,1
318,199.0,402.0,0.372699,1
319,364.0,403.0,0.400292,1
320,268.0,407.0,0.412713,1
321,533.0,404.0,0.438256,1
322,583.0,405.0,0.510964,1
323,995.0,406.0,0.364823,1
324,347.0,420.0,0.400291,1
325,818.0,416.0,0.376583,1
326,168.0,423.0,0.437769,1
327,666.0,423.0,0.371745,1
328,308.0,423.0,0.405584,1
329,234.0,424.0,0.357744,1
330,628.0,440.0,0.527768,1
331,894.0,438.0,0.527099,1
332,359.0,443.0,0.421056,1
333,966.0,442.0,0.439485,1
334,194.0,444.0,0.399064,1
335,461.0,442.0,0.392305,1
336,678.0,446.0,0.356745,1
337,716.0,449.0,0.372897,1
338,270.0,450.0,0.359721,1
339,238.0,454.0,0.355395,1
340,415.0,463.0,0.463404,1
341,935.0,464.0,0.378258,1
342,241.0,478.0,0.458836,1
343,982.0,476.0,0.360736,1
344,610.0,480.0,0.503719,1
345,180.0,487.0,0.395133,1
346,864.0,486.0,0.362843,1
347,790.0,487.0,0.377645,1
348,927.0,498.0,0.485892,1
349,512.0,497.0,0.390632,1
350,276.0,500.0,0.374782,1
351,896.0,521.0,0.452216,1
352,176.0,517.0,0.446876,1
353,284.0,518.0,0.386763,1
354,231.0,518.0,0.377537,1
355,112.0,520.0,0.353506,1
356,219.0,520.0,0.365365,1
357,345.0,522.0,0.386625,1
358,698.0,523.0,0.513837,1
359,43.0,524.0,0.393076,1
360,472.0,530.0,0.42302,1
361,952.0,532.0,0.394712,1
362,237.0,539.0,0.467639,1
363,302.0,539.0,0.428998,1
364,368.0,552.0,0.397973,1
365,730.0,546.0,0.432122,1
366,255.0,547.0,0.395844,1
367,427.0,551.0,0.446496,1
368,326.0,552.0,0.399786,1
369,276.0,555.0,0.362869,1
370,528.0,573.0,0.360334,1
371,841.0,580.0,0.364432,1
372,273.0,582.0,0.395066,1
373,288.0,581.0,0.419278,1
374,24.0,582.0,0.36185,1
375,903.0,585.0,0.410978,1
376,56.0,584.0,0.378094,1
377,215.0,584.0,0.398747,1
378,406.0,584.0,0.371397,1
379,969.0,588.0,0.461722,1
380,568.0,592.0,0.351688,1
381,846.0,594.0,0.375883,1
382,329.0,599.0,0.532632,1
383,462.0,597.0,0.414987,1
384,363.0,599.0,0.37941,1
385,1002.0,598.0,0.355733,1
386,401.0,612.0,0.428332,1
387,486.0,622.0,0.496422,1
388,527.0,623.0,0.432009,1
389,779.0,633.0,0.436109,1
390,759.0,634.0,0.442805,1
391,805.0,634.0,0.40023,1
392,608.0,639.0,0.383858,1
393,108.0,653.0,0.374284,1
394,204.0,654.0,0.386137,1
395,651.0,653.0,0.359949,1
396,23.0,655.0,0.401905,1
397,807.0,657.0,0.394669,1
398,504.0,662.0,0.412786,1
399,880.0,661.0,0.371596,1
400,462.0,663.0,0.392893,1
401,962.0,663.0,0.373561,1
402,742.0,678.0,0.364146,1
403,564.0,687.0,0.386113,1
404,890.0,688.0,0.367884,1
405,29.0,699.0,0.421708,1
406,980.0,700.0,0.388889,1
407,800.0,706.0,0.354783,1
408,685.0,720.0,0.443075,1
409,489.0,722.0,0.44428,1
410,774.0,720.0,0.353715,1
411,190.0,728.0,0.37238,1
412,54.0,730.0,0.370843,1
413,168.0,731.0,0.426926,1
414,540.0,730.0,0.420953,1
415,685.0,740.0,0.504485,1
416,773.0,740.0,0.467327,1
417,933.0,738.0,0.421059,1
418,620.0,739.0,0.383117,1
419,455.0,742.0,0.360177,1
420,387.0,746.0,0.388996,1
421,989.0,751.0,0.392452,1
422,408.0,752.0,0.355644,1
423,995.0,764.0,0.436978,1
424,179.0,765.0,0.412683,1
425,782.0,767.0,0.37231,1
426,394.0,772.0,0.416332,1
427,714.0,772.0,0.37389,1
428,185.0,784.0,0.475512,1
429,72.0,786.0,0.41354,1
430,88.0,794.0,0.410843,1
431,846.0,804.0,0.364532,1
432,708.0,808.0,0.374543,1
433,62.0,815.0,0.365735,1
434,306.0,817.0,0.420352,1
435,618.0,819.0,0.508042,1
436,244.0,818.0,0.367243,1
437,992.0,828.0,0.439049,1
438,526.0,832.0,0.353922,1
439,64.0,837.0,0.472807,1
440,182.0,834.0,0.350282,1
441,628.0,839.0,0.368083,1
442,98.0,842.0,0.354614,1
443,830.0,848.0,0.474543,1
444,993.0,851.0,0.407241,1
445,355.0,850.0,0.358499,1
446,32.0,854.0,0.366003,1
447,325.0,854.0,0.375663,1
448,96.0,863.0,0.452146,1
449,546.0,862.0,0.378391,1
450,165.0,867.0,0.416338,1
451,507.0,869.0,0.399794,1
452,606.0,870.0,0.389262,1
453,117.0,885.0,0.367927,1
454,306.0,886.0,0.363024,1
455,792.0,889.0,0.354101,1
456,171.0,898.0,0.428759,1
457,975.0,895.0,0.465094,1
458,559.0,897.0,0.393086,1
459,736.0,901.0,0.361703,1
460,228.0,903.0,0.369388,1
461,129.0,905.0,0.45336,1
462,971.0,922.0,0.378557,1
463,704.0,925.0,0.388274,1
464,65.0,928.0,0.370488,1
465,266.0,929.0,0.374844,1
466,224.0,929.0,0.378857,1
467,888.0,930.0,0.385366,1
468,816.0,931.0,0.374931,1
469,108.0,935.0,0.352101,1
470,70.0,938.0,0.381873,1
471,845.0,936.0,0.376724,1
472,110.0,951.0,0.400366,1
473,60.0,953.0,0.358964,1
474,310.0,953.0,0.388998,1
475,612.0,958.0,0.35044,1
476,454.0,962.0,0.350511,1
477,116.0,969.0,0.417994,1
478,738.0,971.0,0.354719,1
479,83.0,974.0,0.471809,1
480,247.0,975.0,0.433802,1
481,42.0,981.0,0.374176,1
482,931.0,985.0,0.435032,1
483,661.0,991.0,0.535305,1
484,152.0,996.0,0.456576,1
485,70.0,1006.0,0.368444,1
486,354.0,1007.0,0.372469,1
487,552.0,136.0,0.497682,4
488,118.0,629.0,0.545477,4
489,134.0,17.0,0.363114,1
490,458.0,26.0,0.360674,1
491,996.0,29.0,0.367974,1
492,285.0,38.0,0.368445,1
493,394.0,38.0,0.351138,1
494,44.0,44.0,0.355219,1
495,1000.0,52.0,0.512287,1
496,486.0,46.0,0.358027,1
497,238.0,52.0,0.364445,1
498,444.0,60.0,0.357911,1
499,944.0,65.0,0.358673,1
500,461.0,70.0,0.38317,1
501,652.0,71.0,0.373659,1
502,162.0,78.0,0.508689,1
503,996.0,76.0,0.388929,1
504,159.0,91.0,0.382726,1
505,391.0,93.0,0.375793,1
506,230.0,112.0,0.353538,1
507,606.0,112.0,0.35493,1
508,32.0,120.0,0.391867,1
509,749.0,126.0,0.374499,1
510,94.0,136.0,0.351906,1
511,33.0,145.0,0.423426,1
512,135.0,145.0,0.39551,1
513,889.0,144.0,0.404714,1
514,155.0,150.0,0.363204,1
515,182.0,152.0,0.351965,1
516,831.0,185.0,0.446285,1
517,660.0,186.0,0.45753,1
518,911.0,191.0,0.391313,1
519,994.0,196.0,0.358451,1
520,36.0,201.0,0.364756,1
521,176.0,200.0,0.396296,1
522,126.0,206.0,0.382661,1
523,827.0,211.0,0.368365,1
524,510.0,212.0,0.363375,1
525,86.0,231.0,0.368821,1
526,230.0,243.0,0.356638,1
527,478.0,243.0,0.361224,1
528,839.0,249.0,0.395245,1
529,32.0,259.0,0.360796,1
530,58.0,273.0,0.377463,1
531,159.0,300.0,0.390437,1
532,701.0,305.0,0.372218,1
533,548.0,310.0,0.494869,1
534,205.0,310.0,0.381041,1
535,784.0,310.0,0.350461,1
536,840.0,311.0,0.401413,1
537,512.0,321.0,0.361045,1
538,480.0,322.0,0.37743,1
539,663.0,323.0,0.35128,1
540,122.0,331.0,0.460109,1
541,694.0,345.0,0.470477,1
542,437.0,349.0,0.408406,1
543,850.0,358.0,0.370971,1
544,735.0,359.0,0.403641,1
545,152.0,364.0,0.36745,1
546,28.0,371.0,0.376229,1
547,66.0,372.0,0.361109,1
548,450.0,378.0,0.508554,1
549,767.0,379.0,0.470646,1
550,173.0,382.0,0.368638,1
551,925.0,384.0,0.389103,1
552,600.0,392.0,0.357503,1
553,226.0,400.0,0.361662,1
554,646.0,409.0,0.370859,1
555,20.0,424.0,0.445263,1
556,998.0,431.0,0.428504,1
557,297.0,429.0,0.369472,1
558,969.0,431.0,0.379283,1
559,905.0,435.0,0.379748,1
560,950.0,446.0,0.393541,1
561,778.0,451.0,0.369842,1
562,140.0,454.0,0.394875,1
563,40.0,462.0,0.361097,1
564,439.0,462.0,0.361174,1
565,665.0,477.0,0.377025,1
566,446.0,478.0,0.355284,1
567,931.0,478.0,0.354038,1
568,30.0,486.0,0.352225,1
569,93.0,486.0,0.397075,1
570,669.0,490.0,0.388959,1
571,146.0,497.0,0.421973,1
572,254.0,494.0,0.364855,1
573,186.0,498.0,0.424754,1
574,926.0,498.0,0.409528,1
575,427.0,505.0,0.404476,1
576,467.0,504.0,0.362677,1
577,205.0,517.0,0.432266,1
578,515.0,515.0,0.408368,1
579,91.0,522.0,0.370017,1
580,673.0,523.0,0.387622,1
581,496.0,532.0,0.350977,1
582,139.0,534.0,0.382093,1
583,246.0,538.0,0.450615,1
584,589.0,536.0,0.362121,1
585,568.0,547.0,0.392231,1
586,425.0,550.0,0.425182,1
587,84.0,551.0,0.378461,1
588,170.0,554.0,0.379102,1
589,267.0,558.0,0.364718,1
590,831.0,558.0,0.377372,1
591,39.0,564.0,0.369374,1
592,106.0,578.0,0.356316,1
593,55.0,580.0,0.414406,1
594,236.0,582.0,0.360133,1
595,873.0,585.0,0.394486,1
596,911.0,590.0,0.437757,1
597,955.0,587.0,0.38599,1
598,525.0,593.0,0.475773,1
599,634.0,595.0,0.42338,1
600,132.0,598.0,0.512073,1
601,710.0,600.0,0.409856,1
602,776.0,603.0,0.403087,1
603,200.0,604.0,0.351265,1
604,603.0,605.0,0.396076,1
605,90.0,608.0,0.393162,1
606,542.0,613.0,0.384371,1
607,840.0,628.0,0.428766,1
608,185.0,628.0,0.35898,1
609,962.0,634.0,0.366836,1
610,89.0,638.0,0.380396,1
611,803.0,636.0,0.356679,1
612,711.0,644.0,0.469903,1
613,128.0,649.0,0.447833,1
614,280.0,649.0,0.43196,1
615,224.0,648.0,0.354993,1
616,176.0,652.0,0.369077,1
617,768.0,660.0,0.350301,1
618,845.0,663.0,0.368135,1
619,299.0,676.0,0.433573,1
620,569.0,677.0,0.386488,1
621,189.0,679.0,0.414764,1
622,786.0,680.0,0.378969,1
623,648.0,690.0,0.401889,1
624,542.0,694.0,0.359519,1
625,89.0,700.0,0.45397,1
626,379.0,705.0,0.384577,1
627,19.0,709.0,0.429364,1
628,192.0,710.0,0.472106,1
629,798.0,708.0,0.354062,1
630,1004.0,714.0,0.351266,1
631,106.0,716.0,0.361903,1
632,936.0,727.0,0.446354,1
633,431.0,738.0,0.428316,1
634,995.0,745.0,0.374849,1
635,105.0,751.0,0.392211,1
636,188.0,753.0,0.362621,1
637,62.0,757.0,0.413997,1
638,481.0,754.0,0.368338,1
639,489.0,754.0,0.360526,1
640,507.0,755.0,0.429955,1
641,1006.0,755.0,0.375896,1
642,279.0,759.0,0.377288,1
643,305.0,761.0,0.470855,1
644,32.0,760.0,0.354446,1
645,532.0,762.0,0.35413,1
646,953.0,769.0,0.448609,1
647,558.0,772.0,0.362556,1
648,590.0,780.0,0.370098,1
649,989.0,788.0,0.357622,1
650,431.0,791.0,0.381894,1
651,533.0,790.0,0.393051,1
652,199.0,792.0,0.352395,1
653,919.0,799.0,0.440775,1
654,390.0,803.0,0.354108,1
655,456.0,806.0,0.367224,1
656,85.0,816.0,0.384639,1
657,707.0,817.0,0.457529,1
658,959.0,817.0,0.355643,1
659,138.0,830.0,0.41399,1
660,191.0,827.0,0.383766,1
661,735.0,829.0,0.484055,1
662,293.0,833.0,0.413894,1
663,520.0,852.0,0.400325,1
664,759.0,850.0,0.381092,1
665,882.0,848.0,0.36572,1
666,76.0,852.0,0.369272,1
667,330.0,852.0,0.355313,1
668,715.0,857.0,0.464723,1
669,782.0,857.0,0.370842,1
670,648.0,858.0,0.351979,1
671,907.0,865.0,0.402409,1
672,798.0,870.0,0.365882,1
673,108.0,885.0,0.36774,1
674,28.0,896.0,0.356088,1
675,755.0,896.0,0.368784,1
676,622.0,898.0,0.358907,1
677,366.0,906.0,0.382815,1
678,772.0,904.0,0.360456,1
679,669.0,906.0,0.360106,1
680,448.0,912.0,0.564429,1
681,951.0,910.0,0.362626,1
682,157.0,914.0,0.364532,1
683,423.0,914.0,0.370193,1
684,383.0,918.0,0.38359,1
685,693.0,923.0,0.40072,1
686,69.0,924.0,0.362739,1
687,379.0,928.0,0.373139,1
688,423.0,931.0,0.433311,1
689,277.0,940.0,0.37494,1
690,670.0,952.0,0.35519,1
691,966.0,956.0,0.356879,1
692,766.0,960.0,0.354633,1
693,138.0,966.0,0.361037,1
694,790.0,967.0,0.353294,1
695,183.0,971.0,0.404669,1
696,545.0,968.0,0.381848,1
697,338.0,970.0,0.355373,1
698,140.0,977.0,0.423948,1
699,33.0,982.0,0.370722,1
700,108.0,995.0,0.422828,1
701,174.0,990.0,0.372127,1
702,459.0,994.0,0.375247,1
703,358.0,1004.0,0.417702,1
704,468.0,446.0,0.409212,5
705,100.0,285.0,0.431073,4
706,347.0,648.0,0.470508,5
707,964.0,632.0,0.438613,4
708,923.0,711.0,0.578203,2
709,749.0,767.0,0.526345,5
710,804.0,611.0,0.594777,3
711,830.0,629.0,0.481588,3
712,870.0,629.0,0.376781,4
713,277.0,851.0,0.519051,5
714,912.0,914.0,0.376969,5
715,930.0,912.0,0.355081,5
716,754.0,712.0,0.530726,4
717,44.0,873.0,0.493877,4
718,129.0,22.0,0.445721,1
719,170.0,16.0,0.404156,1
720,610.0,18.0,0.410179,1
721,54.0,24.0,0.365438,1
722,580.0,24.0,0.390021,1
723,816.0,24.0,0.351988,1
724,926.0,29.0,0.500926,1
725,488.0,32.0,0.400324,1
726,468.0,41.0,0.473722,1
727,660.0,40.0,0.375611,1
728,288.0,42.0,0.35663,1
729,769.0,45.0,0.376747,1
730,446.0,47.0,0.442518,1
731,630.0,47.0,0.365379,1
732,394.0,57.0,0.363466,1
733,880.0,60.0,0.391814,1
734,707.0,67.0,0.438962,1
735,131.0,66.0,0.357245,1
736,194.0,66.0,0.395599,1
737,920.0,66.0,0.360088,1
738,297.0,68.0,0.379663,1
739,627.0,74.0,0.376658,1
740,894.0,72.0,0.353831,1
741,24.0,78.0,0.413401,1
742,502.0,78.0,0.411064,1
743,757.0,80.0,0.468411,1
744,722.0,79.0,0.371898,1
745,88.0,87.0,0.426968,1
746,528.0,99.0,0.424133,1
747,105.0,98.0,0.360505,1
748,280.0,98.0,0.359378,1
749,838.0,113.0,0.356046,1
750,326.0,115.0,0.383886,1
751,810.0,119.0,0.451404,1
752,89.0,121.0,0.364322,1
753,968.0,123.0,0.384922,1
754,485.0,128.0,0.364969,1
755,391.0,130.0,0.363741,1
756,43.0,132.0,0.400151,1
757,820.0,132.0,0.35262,1
758,866.0,134.0,0.395166,1
759,258.0,141.0,0.466391,1
760,887.0,148.0,0.388815,1
761,836.0,146.0,0.366169,1
762,982.0,146.0,0.357888,1
763,716.0,154.0,0.360555,1
764,526.0,157.0,0.364043,1
765,445.0,161.0,0.420731,1
766,618.0,162.0,0.355936,1
767,856.0,166.0,0.390454,1
768,961.0,165.0,0.441071,1
769,383.0,164.0,0.36352,1
770,199.0,177.0,0.396698,1
771,670.0,177.0,0.430407,1
772,744.0,185.0,0.455075,1
773,472.0,183.0,0.364864,1
774,632.0,182.0,0.361846,1
775,218.0,194.0,0.436151,1
776,490.0,195.0,0.428442,1
777,37.0,194.0,0.402473,1
778,962.0,195.0,0.434598,1
779,280.0,198.0,0.35487,1
780,693.0,201.0,0.378754,1
781,439.0,206.0,0.369704,1
782,972.0,212.0,0.419974,1
783,538.0,228.0,0.361598,1
784,799.0,232.0,0.448115,1
785,740.0,236.0,0.424808,1
786,565.0,240.0,0.381725,1
787,631.0,243.0,0.446982,1
788,657.0,259.0,0.40885,1
789,764.0,256.0,0.366938,1
790,523.0,258.0,0.35812,1
791,1000.0,262.0,0.352822,1
792,62.0,269.0,0.492332,1
793,915.0,276.0,0.510599,1
794,264.0,278.0,0.374535,1
795,832.0,282.0,0.429309,1
796,724.0,285.0,0.38672,1
797,64.0,289.0,0.431681,1
798,991.0,286.0,0.370226,1
799,727.0,303.0,0.459665,1
800,678.0,304.0,0.389626,1
801,321.0,323.0,0.462343,1
802,856.0,319.0,0.357422,1
803,240.0,325.0,0.377668,1
804,756.0,324.0,0.351944,1
805,627.0,333.0,0.361187,1
806,781.0,339.0,0.413204,1
807,946.0,344.0,0.37302,1
808,166.0,350.0,0.402124,1
809,976.0,364.0,0.355961,1
810,523.0,369.0,0.392114,1
811,824.0,367.0,0.379526,1
812,86.0,372.0,0.463269,1
813,484.0,376.0,0.413364,1
814,891.0,388.0,0.364998,1
815,583.0,402.0,0.368701,1
816,991.0,412.0,0.439955,1
817,185.0,408.0,0.360771,1
818,881.0,412.0,0.420171,1
819,162.0,409.0,0.379009,1
