d3mIndex,id,start,end,event,size,state
130,51.0,0.0,6230.0,1.0,53.0,0
131,51.0,6230.0,493873.0,1.0,53.0,1
132,51.0,493873.0,570074.0,1.0,53.0,1
133,51.0,570074.0,570141.0,1.0,53.0,1
134,51.0,570141.0,696433.0,1.0,55.0,1
135,51.0,696433.0,1338413.0,0.0,50.0,1
136,51.0,1338413.0,1717379.0,1.0,36.0,1
137,51.0,1717379.0,1802720.0,0.0,36.0,1
138,52.0,0.0,122056.0,1.0,83.0,0
139,52.0,122056.0,163760.0,0.0,94.0,1
140,53.0,0.0,6230.0,1.0,99.0,0
141,53.0,6230.0,97361.0,1.0,97.0,1
142,53.0,97361.0,333560.0,1.0,117.0,1
143,53.0,333560.0,696434.0,1.0,116.0,1
144,53.0,696434.0,1338414.0,0.0,123.0,1
145,53.0,1338414.0,1717380.0,1.0,83.0,1
146,53.0,1717380.0,1802721.0,0.0,83.0,1
147,54.0,0.0,163760.0,0.0,30.0,0
148,55.0,0.0,97362.0,1.0,30.0,0
149,55.0,97362.0,333561.0,1.0,35.0,1
150,55.0,333561.0,493874.0,1.0,35.0,1
151,55.0,493874.0,550139.0,0.0,36.0,1
152,55.0,550139.0,550201.0,1.0,30.0,1
153,55.0,550201.0,554191.0,1.0,31.0,1
154,55.0,554191.0,1338413.0,0.0,30.0,1
155,55.0,1338413.0,1717379.0,1.0,30.0,1
156,55.0,1717379.0,1802720.0,0.0,30.0,1
157,56.0,0.0,2791.0,0.0,166.0,0
158,56.0,2791.0,3192.0,1.0,218.0,0
159,56.0,3192.0,8338.0,1.0,199.0,1
160,56.0,8338.0,9920.0,0.0,200.0,1
161,56.0,9920.0,11451.0,0.0,214.0,1
162,56.0,11451.0,292179.0,0.0,222.0,1
163,56.0,292179.0,292216.0,0.0,222.0,1
164,56.0,292216.0,1404050.0,0.0,250.0,1
165,57.0,0.0,1070211.0,0.0,17.0,0
166,256.0,0.0,743530.0,1.0,13.0,0
167,256.0,743530.0,1024782.0,0.0,13.0,1
168,256.0,1024782.0,1209944.0,0.0,13.0,1
169,257.0,0.0,646021.0,1.0,13.0,0
170,257.0,646021.0,1024842.0,1.0,13.0,1
171,257.0,1024842.0,1109527.0,1.0,13.0,1
172,257.0,1109527.0,1495161.0,1.0,13.0,1
173,257.0,1495161.0,1846782.0,0.0,13.0,1
174,258.0,0.0,121.0,0.0,11.0,0
175,259.0,0.0,84237.0,0.0,46.0,0
176,260.0,0.0,30452.0,1.0,46.0,0
177,260.0,30452.0,505494.0,1.0,46.0,1
178,260.0,505494.0,917149.0,0.0,46.0,1
179,260.0,917149.0,1451666.0,0.0,45.0,1
180,261.0,0.0,36957.0,1.0,40.0,0
181,261.0,36957.0,121194.0,0.0,40.0,1
182,262.0,0.0,30265.0,1.0,40.0,0
183,262.0,30265.0,1451481.0,0.0,40.0,1
184,881.0,0.0,1185.0,0.0,213.0,0
185,881.0,1185.0,8109.0,0.0,377.0,0
186,881.0,8109.0,29985.0,1.0,362.0,0
187,881.0,29985.0,31296.0,0.0,405.0,1
188,881.0,31296.0,218717.0,1.0,424.0,1
189,881.0,218717.0,245914.0,1.0,534.0,1
190,881.0,245914.0,262596.0,1.0,552.0,1
191,881.0,262596.0,262983.0,0.0,551.0,1
192,881.0,262983.0,666343.0,0.0,551.0,1
193,882.0,0.0,129904.0,0.0,221.0,0
194,58.0,0.0,1855080.0,0.0,15.0,0
195,59.0,0.0,1560958.0,0.0,15.0,0
196,884.0,0.0,629213.0,0.0,126.0,0
197,883.0,0.0,30092.0,1.0,46.0,0
198,883.0,30092.0,629213.0,0.0,104.0,1
199,885.0,0.0,17436.0,0.0,47.0,0
200,886.0,0.0,17436.0,0.0,20.0,0
201,887.0,0.0,5848.0,0.0,326.0,0
202,887.0,5848.0,256445.0,0.0,265.0,0
203,60.0,0.0,1478938.0,0.0,46.0,0
204,263.0,0.0,1413388.0,0.0,33.0,0
205,264.0,0.0,1413388.0,0.0,10.0,0
206,265.0,0.0,1051781.0,1.0,164.0,0
207,265.0,1051781.0,1190996.0,1.0,155.0,1
208,265.0,1190996.0,1413387.0,0.0,155.0,1
209,61.0,0.0,185535.0,0.0,175.0,0
210,61.0,185535.0,185645.0,1.0,175.0,0
211,61.0,185645.0,318159.0,0.0,175.0,1
212,61.0,318159.0,809299.0,1.0,175.0,1
213,61.0,809299.0,901024.0,1.0,175.0,1
214,61.0,901024.0,919410.0,0.0,179.0,1
215,62.0,0.0,185535.0,0.0,175.0,0
216,62.0,185535.0,185645.0,1.0,175.0,0
217,62.0,185645.0,318159.0,0.0,175.0,1
218,62.0,318159.0,809299.0,1.0,175.0,1
219,62.0,809299.0,914987.0,1.0,175.0,1
220,62.0,914987.0,1192420.0,1.0,179.0,1
221,62.0,1192420.0,1212757.0,0.0,213.0,1
222,62.0,1212757.0,1713458.0,1.0,217.0,1
223,62.0,1713458.0,1773726.0,1.0,217.0,1
224,62.0,1773726.0,1869027.0,0.0,201.0,1
225,63.0,0.0,998174.0,0.0,25.0,0
226,64.0,0.0,1700651.0,0.0,25.0,0
227,65.0,0.0,747640.0,0.0,81.0,0
228,66.0,0.0,1450117.0,0.0,81.0,0
229,67.0,0.0,1777032.0,0.0,118.0,0
230,68.0,0.0,70667.0,0.0,674.0,0
231,68.0,70667.0,356461.0,0.0,655.0,0
232,68.0,356461.0,795561.0,0.0,678.0,0
233,68.0,795561.0,1777031.0,0.0,731.0,0
234,69.0,0.0,1420571.0,0.0,193.0,0
235,70.0,0.0,1478938.0,0.0,26.0,0
236,71.0,0.0,114602.0,1.0,388.0,0
237,71.0,114602.0,1923842.0,0.0,388.0,1
238,72.0,0.0,6265.0,0.0,888.0,0
239,72.0,6265.0,93217.0,0.0,1247.0,0
240,72.0,93217.0,486132.0,0.0,1268.0,0
241,72.0,486132.0,1471017.0,0.0,1268.0,0
242,73.0,0.0,1632973.0,0.0,4.0,0
243,74.0,0.0,1622698.0,0.0,44.0,0
244,75.0,0.0,1632973.0,0.0,51.0,0
245,76.0,0.0,2465.0,0.0,1026.0,0
246,76.0,2465.0,50381.0,0.0,34.0,0
247,76.0,50381.0,1864629.0,0.0,37.0,0
248,77.0,0.0,128215.0,1.0,25.0,0
249,77.0,128215.0,304685.0,0.0,25.0,1
250,77.0,304685.0,1937454.0,0.0,27.0,1
251,78.0,0.0,6526.0,1.0,1132.0,0
252,78.0,6526.0,24741.0,1.0,1193.0,1
253,78.0,24741.0,74646.0,1.0,1206.0,1
254,78.0,74646.0,81123.0,0.0,1243.0,1
255,78.0,81123.0,468025.0,1.0,1238.0,1
256,78.0,468025.0,1883885.0,0.0,1215.0,1
257,79.0,0.0,292520.0,0.0,95.0,0
258,79.0,292520.0,348204.0,1.0,95.0,0
259,79.0,348204.0,364330.0,0.0,96.0,1
260,79.0,364330.0,1225364.0,1.0,97.0,1
261,79.0,1225364.0,1925288.0,0.0,97.0,1
262,80.0,0.0,1415860.0,0.0,31.0,0
263,81.0,0.0,54520.0,1.0,65.0,0
264,81.0,54520.0,589327.0,0.0,65.0,1
265,82.0,0.0,537.0,0.0,47.0,0
266,83.0,0.0,1368.0,0.0,9.0,0
267,84.0,0.0,110.0,1.0,74.0,0
268,84.0,110.0,229285.0,1.0,74.0,1
269,84.0,229285.0,715489.0,1.0,74.0,1
270,84.0,715489.0,733875.0,0.0,84.0,1
271,85.0,0.0,110.0,1.0,74.0,0
272,85.0,110.0,229285.0,1.0,74.0,1
273,85.0,229285.0,729453.0,1.0,74.0,1
274,85.0,729453.0,1006886.0,1.0,84.0,1
275,85.0,1006886.0,1683494.0,0.0,88.0,1
276,86.0,0.0,110.0,1.0,193.0,0
277,86.0,110.0,623764.0,1.0,193.0,1
278,86.0,623764.0,715489.0,1.0,193.0,1
279,86.0,715489.0,733875.0,0.0,189.0,1
280,87.0,0.0,110.0,1.0,193.0,0
281,87.0,110.0,623764.0,1.0,193.0,1
282,87.0,623764.0,729452.0,1.0,193.0,1
283,87.0,729452.0,1006885.0,1.0,189.0,1
284,87.0,1006885.0,1683493.0,0.0,189.0,1
285,88.0,0.0,1201096.0,0.0,26.0,0
286,89.0,0.0,1201096.0,0.0,11.0,0
287,90.0,0.0,1855080.0,0.0,23.0,0
288,91.0,0.0,1560958.0,0.0,23.0,0
289,92.0,0.0,1837.0,0.0,35.0,0
290,92.0,1837.0,368513.0,0.0,36.0,0
291,93.0,0.0,13779.0,0.0,751.0,0
292,93.0,13779.0,31696.0,1.0,752.0,0
293,93.0,31696.0,40082.0,0.0,755.0,1
294,93.0,40082.0,73428.0,1.0,765.0,1
295,93.0,73428.0,119385.0,0.0,968.0,1
296,93.0,119385.0,386725.0,0.0,943.0,1
297,94.0,0.0,267340.0,0.0,7.0,0
298,95.0,0.0,747640.0,0.0,24.0,0
299,96.0,0.0,1312362.0,0.0,24.0,0
300,97.0,0.0,118934.0,0.0,33.0,0
301,98.0,0.0,321111.0,0.0,9.0,0
302,99.0,0.0,110.0,1.0,60.0,0
303,99.0,110.0,715489.0,1.0,60.0,1
304,99.0,715489.0,733875.0,0.0,56.0,1
305,100.0,0.0,110.0,1.0,60.0,0
306,100.0,110.0,729453.0,1.0,60.0,1
307,100.0,729453.0,1006886.0,1.0,56.0,1
308,100.0,1006886.0,1683494.0,0.0,61.0,1
309,101.0,0.0,277805.0,0.0,13.0,0
310,102.0,0.0,439358.0,0.0,148.0,0
311,109.0,0.0,265350.0,0.0,371.0,0
312,109.0,265350.0,327081.0,1.0,377.0,0
313,109.0,327081.0,1198194.0,1.0,490.0,1
314,109.0,1198194.0,1898118.0,0.0,493.0,1
315,110.0,0.0,230658.0,1.0,403.0,0
316,110.0,230658.0,409746.0,1.0,403.0,1
317,110.0,409746.0,427209.0,1.0,403.0,1
318,110.0,427209.0,998172.0,0.0,403.0,1
319,111.0,0.0,230658.0,1.0,403.0,0
320,111.0,230658.0,409746.0,1.0,403.0,1
321,111.0,409746.0,427209.0,1.0,403.0,1
322,111.0,427209.0,1700649.0,0.0,403.0,1
323,112.0,0.0,125463.0,0.0,246.0,0
324,112.0,125463.0,427211.0,1.0,246.0,0
325,112.0,427211.0,553454.0,0.0,246.0,1
326,112.0,553454.0,998174.0,0.0,250.0,1
327,113.0,0.0,125463.0,0.0,246.0,0
328,113.0,125463.0,427211.0,1.0,246.0,0
329,113.0,427211.0,553454.0,0.0,246.0,1
330,113.0,553454.0,1066168.0,0.0,250.0,1
331,113.0,1066168.0,1066173.0,0.0,251.0,1
332,113.0,1066173.0,1186954.0,1.0,250.0,1
333,113.0,1186954.0,1224166.0,1.0,248.0,1
334,113.0,1224166.0,1420642.0,1.0,246.0,1
335,113.0,1420642.0,1562881.0,1.0,245.0,1
336,113.0,1562881.0,1562900.0,1.0,246.0,1
337,113.0,1562900.0,1700648.0,0.0,242.0,1
338,266.0,0.0,1003009.0,0.0,91.0,0
339,266.0,1003009.0,1381975.0,1.0,91.0,0
340,266.0,1381975.0,1630319.0,0.0,91.0,1
341,114.0,0.0,110.0,1.0,92.0,0
342,114.0,110.0,132624.0,0.0,94.0,1
343,114.0,132624.0,715489.0,1.0,92.0,1
344,114.0,715489.0,733875.0,0.0,85.0,1
345,115.0,0.0,110.0,1.0,92.0,0
346,115.0,110.0,132624.0,0.0,94.0,1
347,115.0,132624.0,729453.0,1.0,92.0,1
348,115.0,729453.0,1006886.0,1.0,85.0,1
349,115.0,1006886.0,1683494.0,0.0,86.0,1
350,116.0,0.0,466859.0,0.0,19.0,0
351,116.0,466859.0,1338415.0,0.0,19.0,0
352,116.0,1338415.0,1717381.0,1.0,19.0,0
353,116.0,1717381.0,1965725.0,0.0,19.0,1
354,117.0,0.0,1338416.0,0.0,5.0,0
355,117.0,1338416.0,1717382.0,1.0,5.0,0
356,117.0,1717382.0,1965726.0,0.0,5.0,1
357,118.0,0.0,110.0,1.0,138.0,0
358,118.0,110.0,132624.0,0.0,139.0,1
359,118.0,132624.0,715489.0,1.0,142.0,1
360,118.0,715489.0,733875.0,0.0,139.0,1
361,119.0,0.0,110.0,1.0,138.0,0
362,119.0,110.0,132624.0,0.0,139.0,1
363,119.0,132624.0,729453.0,1.0,142.0,1
364,119.0,729453.0,1006886.0,1.0,139.0,1
365,119.0,1006886.0,1683494.0,0.0,139.0,1
366,120.0,0.0,18386.0,0.0,35.0,0
367,121.0,0.0,144756.0,0.0,35.0,0
368,105.0,0.0,1647356.0,0.0,1.0,0
369,106.0,0.0,1807485.0,0.0,1.0,0
370,107.0,0.0,1647356.0,0.0,1.0,0
371,108.0,0.0,829402.0,0.0,1.0,0
372,103.0,0.0,1807485.0,0.0,1.0,0
373,104.0,0.0,1035812.0,0.0,1.0,0
374,267.0,0.0,1667675.0,0.0,107.0,0
375,122.0,0.0,1070211.0,0.0,114.0,0
376,123.0,0.0,1632769.0,0.0,19.0,0
377,268.0,0.0,1927936.0,0.0,103.0,0
378,269.0,0.0,79670.0,1.0,308.0,0
379,269.0,79670.0,350259.0,0.0,289.0,1
380,269.0,350259.0,392339.0,1.0,308.0,1
381,269.0,392339.0,531994.0,1.0,289.0,1
382,269.0,531994.0,1927934.0,0.0,285.0,1
383,273.0,0.0,47094.0,1.0,134.0,0
384,273.0,47094.0,118934.0,0.0,16.0,1
385,274.0,0.0,47094.0,1.0,15.0,0
386,274.0,47094.0,321110.0,0.0,133.0,1
387,270.0,0.0,1035493.0,0.0,29.0,0
388,270.0,1035493.0,1414459.0,1.0,29.0,0
389,270.0,1414459.0,1662803.0,0.0,29.0,1
390,272.0,0.0,163197.0,0.0,37.0,0
391,271.0,0.0,259035.0,0.0,47.0,0
392,271.0,259035.0,455365.0,1.0,50.0,0
393,271.0,455365.0,1338414.0,0.0,50.0,1
394,271.0,1338414.0,1717380.0,1.0,48.0,1
395,271.0,1717380.0,1802526.0,0.0,48.0,1
396,275.0,0.0,1400862.0,0.0,24.0,0
397,124.0,0.0,165509.0,1.0,31.0,0
398,124.0,165509.0,384457.0,1.0,31.0,1
399,124.0,384457.0,1265823.0,0.0,33.0,1
400,124.0,1265823.0,1402764.0,0.0,33.0,1
401,124.0,1402764.0,1451499.0,1.0,34.0,1
402,124.0,1451499.0,1500607.0,1.0,37.0,1
403,124.0,1500607.0,1847377.0,0.0,37.0,1
404,125.0,0.0,165509.0,1.0,31.0,0
405,125.0,165509.0,747063.0,0.0,31.0,1
406,126.0,0.0,165509.0,1.0,23.0,0
407,126.0,165509.0,1847379.0,0.0,25.0,1
408,127.0,0.0,165509.0,1.0,23.0,0
409,127.0,165509.0,747063.0,0.0,25.0,1
410,132.0,0.0,19875.0,0.0,54.0,0
411,132.0,19875.0,767515.0,0.0,56.0,0
412,133.0,0.0,19875.0,0.0,54.0,0
413,133.0,19875.0,1469992.0,0.0,56.0,0
414,276.0,0.0,227565.0,0.0,295.0,0
415,128.0,0.0,211127.0,1.0,127.0,0
416,128.0,211127.0,978642.0,0.0,127.0,1
417,129.0,0.0,211127.0,1.0,127.0,0
418,129.0,211127.0,1681120.0,0.0,127.0,1
419,130.0,0.0,110.0,1.0,11.0,0
420,130.0,110.0,715489.0,1.0,12.0,1
421,130.0,715489.0,733875.0,0.0,12.0,1
422,131.0,0.0,110.0,1.0,11.0,0
423,131.0,110.0,729453.0,1.0,12.0,1
424,131.0,729453.0,1683495.0,0.0,12.0,1
425,144.0,0.0,1594613.0,0.0,186.0,0
426,145.0,0.0,1201096.0,0.0,11.0,0
427,134.0,0.0,14.0,1.0,124.0,0
428,134.0,14.0,772071.0,0.0,124.0,1
429,135.0,0.0,1022734.0,0.0,95.0,0
430,136.0,0.0,1019090.0,0.0,805.0,0
431,136.0,1019090.0,1791480.0,0.0,861.0,0
432,137.0,0.0,318.0,1.0,214.0,0
433,137.0,318.0,772389.0,0.0,214.0,1
434,138.0,0.0,333.0,1.0,778.0,0
435,138.0,333.0,772390.0,0.0,778.0,1
436,139.0,0.0,370910.0,0.0,653.0,0
437,140.0,0.0,119237.0,0.0,585.0,0
438,140.0,119237.0,891627.0,0.0,569.0,0
439,141.0,0.0,370910.0,0.0,464.0,0
440,142.0,0.0,371352.0,0.0,112.0,0
441,143.0,0.0,1022734.0,0.0,189.0,0
442,146.0,0.0,18386.0,0.0,28.0,0
443,147.0,0.0,163125.0,1.0,28.0,0
444,147.0,163125.0,277433.0,1.0,28.0,1
445,147.0,277433.0,954041.0,0.0,43.0,1
446,148.0,0.0,1938441.0,0.0,1174.0,0
447,149.0,0.0,1572473.0,0.0,38.0,0
448,150.0,0.0,130597.0,0.0,18.0,0
449,152.0,0.0,1560958.0,0.0,131.0,0
450,153.0,0.0,110.0,1.0,99.0,0
451,153.0,110.0,623764.0,1.0,99.0,1
452,153.0,623764.0,715489.0,1.0,99.0,1
453,153.0,715489.0,733875.0,0.0,95.0,1
454,154.0,0.0,110.0,1.0,99.0,0
455,154.0,110.0,623764.0,1.0,99.0,1
456,154.0,623764.0,729452.0,1.0,99.0,1
457,154.0,729452.0,1006885.0,1.0,95.0,1
458,154.0,1006885.0,1683493.0,0.0,101.0,1
459,155.0,0.0,96453.0,1.0,421.0,0
460,155.0,96453.0,286938.0,0.0,390.0,1
461,155.0,286938.0,438196.0,1.0,390.0,1
462,155.0,438196.0,1919707.0,0.0,403.0,1
463,151.0,0.0,1070211.0,0.0,71.0,0
464,156.0,0.0,31560.0,1.0,369.0,0
465,156.0,31560.0,425556.0,1.0,412.0,1
466,156.0,425556.0,619059.0,1.0,413.0,1
467,156.0,619059.0,669266.0,1.0,414.0,1
468,156.0,669266.0,705635.0,1.0,422.0,1
469,156.0,705635.0,722331.0,1.0,422.0,1
470,156.0,722331.0,1020438.0,1.0,445.0,1
471,156.0,1020438.0,1778289.0,0.0,445.0,1
472,157.0,0.0,425557.0,1.0,189.0,0
473,157.0,425557.0,619060.0,1.0,195.0,1
474,157.0,619060.0,665175.0,0.0,195.0,1
475,157.0,665175.0,669266.0,1.0,438.0,1
476,157.0,669266.0,677634.0,1.0,439.0,1
477,157.0,677634.0,688215.0,1.0,457.0,1
478,157.0,688215.0,688219.0,1.0,475.0,1
479,157.0,688219.0,705633.0,1.0,476.0,1
480,157.0,705633.0,709438.0,1.0,476.0,1
481,157.0,709438.0,722329.0,1.0,476.0,1
482,157.0,722329.0,1020436.0,1.0,476.0,1
483,157.0,1020436.0,1778287.0,0.0,476.0,1
484,158.0,0.0,66755.0,1.0,2544.0,0
485,158.0,66755.0,497372.0,1.0,1511.0,1
486,158.0,497372.0,723398.0,1.0,1510.0,1
487,158.0,723398.0,923445.0,1.0,1519.0,1
488,158.0,923445.0,1763287.0,0.0,1527.0,1
489,159.0,0.0,1409738.0,0.0,230.0,0
490,160.0,0.0,1632973.0,0.0,15.0,0
491,161.0,0.0,64795.0,0.0,1878.0,0
492,161.0,64795.0,79359.0,0.0,1906.0,0
493,161.0,79359.0,193157.0,1.0,1888.0,0
494,161.0,193157.0,197331.0,0.0,1885.0,1
495,161.0,197331.0,203803.0,1.0,1880.0,1
496,161.0,203803.0,767513.0,0.0,1873.0,1
497,162.0,0.0,64795.0,0.0,1878.0,0
498,162.0,64795.0,79359.0,0.0,1906.0,0
499,162.0,79359.0,193157.0,1.0,1888.0,0
500,162.0,193157.0,197331.0,0.0,1885.0,1
501,162.0,197331.0,203803.0,1.0,1880.0,1
502,162.0,203803.0,905981.0,1.0,1873.0,1
503,162.0,905981.0,907520.0,1.0,1870.0,1
504,162.0,907520.0,1026681.0,1.0,1870.0,1
505,162.0,1026681.0,1103594.0,1.0,1875.0,1
506,162.0,1103594.0,1250531.0,1.0,1808.0,1
507,162.0,1250531.0,1332163.0,1.0,1834.0,1
508,162.0,1332163.0,1353279.0,1.0,1837.0,1
509,162.0,1353279.0,1475979.0,1.0,1864.0,1
510,162.0,1475979.0,1476339.0,1.0,1770.0,1
511,162.0,1476339.0,1536305.0,1.0,1784.0,1
512,162.0,1536305.0,1584280.0,1.0,1666.0,1
513,162.0,1584280.0,1591358.0,1.0,1745.0,1
514,162.0,1591358.0,1716799.0,0.0,1746.0,1
515,164.0,0.0,110.0,1.0,55.0,0
516,164.0,110.0,715489.0,1.0,55.0,1
517,164.0,715489.0,733875.0,0.0,51.0,1
518,165.0,0.0,110.0,1.0,55.0,0
519,165.0,110.0,729453.0,1.0,55.0,1
520,165.0,729453.0,1006886.0,1.0,51.0,1
521,165.0,1006886.0,1683494.0,0.0,51.0,1
522,166.0,0.0,1201096.0,0.0,11.0,0
523,163.0,0.0,1632769.0,0.0,12.0,0
524,167.0,0.0,772390.0,0.0,64.0,0
525,277.0,0.0,738436.0,1.0,351.0,0
526,277.0,738436.0,1684695.0,0.0,420.0,1
527,278.0,0.0,26175.0,0.0,292.0,0
528,278.0,26175.0,1825138.0,0.0,304.0,0
529,279.0,0.0,6021.0,0.0,122.0,0
530,279.0,6021.0,18686.0,0.0,157.0,0
531,279.0,18686.0,26173.0,0.0,163.0,0
532,279.0,26173.0,121481.0,0.0,166.0,0
533,279.0,121481.0,1825135.0,0.0,168.0,0
