d3mIndex,V1,V2,V3,Class
242,991.0,254.0,0.419514,1
243,198.0,251.0,0.379339,1
244,467.0,252.0,0.445571,1
245,510.0,251.0,0.417045,1
246,52.0,260.0,0.379951,1
247,686.0,265.0,0.556498,1
248,538.0,266.0,0.375956,1
249,179.0,268.0,0.419585,1
250,857.0,268.0,0.396837,1
251,720.0,269.0,0.41061,1
252,458.0,274.0,0.388455,1
253,585.0,272.0,0.368795,1
254,617.0,275.0,0.414291,1
255,73.0,276.0,0.375667,1
256,285.0,277.0,0.396335,1
257,353.0,280.0,0.401064,1
258,753.0,280.0,0.4432,1
259,688.0,280.0,0.385026,1
260,780.0,282.0,0.394055,1
261,988.0,283.0,0.414532,1
262,504.0,285.0,0.451045,1
263,121.0,292.0,0.361227,1
264,699.0,294.0,0.375657,1
265,994.0,296.0,0.3841,1
266,456.0,297.0,0.433008,1
267,800.0,297.0,0.427601,1
268,681.0,300.0,0.370185,1
269,33.0,302.0,0.414816,1
270,611.0,306.0,0.449209,1
271,432.0,313.0,0.435686,1
272,689.0,315.0,0.488157,1
273,938.0,312.0,0.355696,1
274,1004.0,313.0,0.379692,1
275,143.0,318.0,0.518998,1
276,53.0,325.0,0.428247,1
277,626.0,321.0,0.547806,1
278,714.0,326.0,0.452936,1
279,554.0,327.0,0.389505,1
280,401.0,329.0,0.363343,1
281,830.0,328.0,0.374149,1
282,114.0,330.0,0.377697,1
283,323.0,332.0,0.377497,1
284,532.0,337.0,0.368683,1
285,946.0,336.0,0.359824,1
286,159.0,338.0,0.371305,1
287,196.0,344.0,0.390954,1
288,710.0,343.0,0.430166,1
289,89.0,344.0,0.368852,1
290,736.0,348.0,0.42287,1
291,836.0,349.0,0.412063,1
292,893.0,349.0,0.403286,1
293,793.0,361.0,0.398698,1
294,97.0,359.0,0.490577,1
295,205.0,357.0,0.362557,1
296,924.0,356.0,0.374095,1
297,967.0,361.0,0.469912,1
298,422.0,358.0,0.361047,1
299,477.0,361.0,0.403743,1
300,505.0,364.0,0.392071,1
301,744.0,361.0,0.354271,1
302,737.0,366.0,0.374663,1
303,293.0,367.0,0.409209,1
304,751.0,378.0,0.402255,1
305,441.0,382.0,0.445362,1
306,185.0,382.0,0.401059,1
307,912.0,382.0,0.459043,1
308,348.0,385.0,0.44668,1
309,198.0,402.0,0.380841,1
310,364.0,403.0,0.406885,1
311,268.0,407.0,0.410232,1
312,533.0,404.0,0.436195,1
313,583.0,405.0,0.499995,1
314,995.0,407.0,0.370666,1
315,346.0,421.0,0.399955,1
316,818.0,416.0,0.377137,1
317,167.0,423.0,0.437539,1
318,308.0,423.0,0.404949,1
319,666.0,423.0,0.369063,1
320,628.0,441.0,0.52342,1
321,894.0,438.0,0.519658,1
322,508.0,436.0,0.357089,1
323,359.0,443.0,0.422154,1
324,966.0,443.0,0.443516,1
325,194.0,444.0,0.395553,1
326,461.0,442.0,0.385495,1
327,678.0,446.0,0.354019,1
328,716.0,449.0,0.367559,1
329,270.0,450.0,0.35516,1
330,238.0,454.0,0.357177,1
331,415.0,464.0,0.461386,1
332,935.0,464.0,0.373346,1
333,241.0,478.0,0.45772,1
334,982.0,477.0,0.360097,1
335,610.0,479.0,0.500008,1
336,180.0,487.0,0.385626,1
337,864.0,485.0,0.357478,1
338,790.0,487.0,0.388467,1
339,927.0,499.0,0.489678,1
340,511.0,497.0,0.382957,1
341,277.0,501.0,0.374844,1
342,332.0,504.0,0.351029,1
343,720.0,504.0,0.35255,1
344,896.0,521.0,0.450893,1
345,176.0,517.0,0.450226,1
346,284.0,518.0,0.372212,1
347,231.0,518.0,0.367204,1
348,219.0,520.0,0.369007,1
349,345.0,522.0,0.392569,1
350,698.0,523.0,0.512429,1
351,44.0,524.0,0.389462,1
352,472.0,530.0,0.422103,1
353,952.0,532.0,0.403684,1
354,237.0,539.0,0.460876,1
355,302.0,539.0,0.421061,1
356,368.0,552.0,0.406345,1
357,729.0,546.0,0.42335,1
358,255.0,547.0,0.383604,1
359,427.0,550.0,0.440525,1
360,326.0,552.0,0.401962,1
361,276.0,555.0,0.365668,1
362,852.0,560.0,0.361564,1
363,528.0,574.0,0.355614,1
364,840.0,580.0,0.364732,1
365,273.0,582.0,0.40263,1
366,288.0,581.0,0.421417,1
367,24.0,582.0,0.361258,1
368,903.0,585.0,0.416579,1
369,55.0,585.0,0.368376,1
370,215.0,584.0,0.402406,1
371,405.0,584.0,0.375556,1
372,968.0,588.0,0.457091,1
373,568.0,592.0,0.357884,1
374,846.0,594.0,0.377567,1
375,329.0,599.0,0.533566,1
376,462.0,597.0,0.411162,1
377,363.0,599.0,0.383111,1
378,401.0,612.0,0.427781,1
379,486.0,622.0,0.495726,1
380,527.0,623.0,0.43044,1
381,672.0,622.0,0.357112,1
382,759.0,634.0,0.43204,1
383,779.0,633.0,0.427068,1
384,804.0,633.0,0.397939,1
385,608.0,639.0,0.38752,1
386,107.0,652.0,0.370532,1
387,650.0,652.0,0.356334,1
388,23.0,655.0,0.399891,1
389,203.0,654.0,0.384874,1
390,807.0,657.0,0.389315,1
391,488.0,656.0,0.353262,1
392,504.0,662.0,0.41346,1
393,880.0,661.0,0.370454,1
394,462.0,663.0,0.399064,1
395,962.0,663.0,0.376828,1
396,742.0,678.0,0.367501,1
397,564.0,687.0,0.388635,1
398,890.0,688.0,0.356168,1
399,29.0,699.0,0.419497,1
400,980.0,700.0,0.392105,1
401,800.0,706.0,0.351648,1
402,685.0,720.0,0.439316,1
403,489.0,722.0,0.452072,1
404,190.0,729.0,0.37411,1
405,54.0,730.0,0.38043,1
406,167.0,732.0,0.432252,1
407,540.0,730.0,0.416484,1
408,685.0,740.0,0.492515,1
409,773.0,740.0,0.457304,1
410,933.0,738.0,0.422483,1
411,620.0,739.0,0.387771,1
412,455.0,742.0,0.359351,1
413,386.0,746.0,0.392603,1
414,989.0,751.0,0.388363,1
415,408.0,752.0,0.354918,1
416,995.0,764.0,0.426628,1
417,179.0,766.0,0.396926,1
418,782.0,767.0,0.373894,1
419,394.0,772.0,0.415167,1
420,714.0,772.0,0.365372,1
421,185.0,784.0,0.468574,1
422,72.0,786.0,0.413513,1
423,88.0,795.0,0.410226,1
424,38.0,804.0,0.351213,1
425,846.0,804.0,0.361523,1
426,708.0,809.0,0.370269,1
427,62.0,815.0,0.357055,1
428,306.0,817.0,0.418749,1
429,618.0,819.0,0.504994,1
430,243.0,818.0,0.366429,1
431,992.0,829.0,0.443513,1
432,181.0,833.0,0.365153,1
433,526.0,832.0,0.355486,1
434,63.0,836.0,0.474192,1
435,628.0,839.0,0.370457,1
436,830.0,848.0,0.468037,1
437,993.0,851.0,0.41293,1
438,355.0,850.0,0.357988,1
439,32.0,854.0,0.367209,1
440,325.0,855.0,0.37782,1
441,96.0,863.0,0.448025,1
442,546.0,862.0,0.377186,1
443,692.0,862.0,0.354729,1
444,165.0,867.0,0.409737,1
445,506.0,869.0,0.394479,1
446,606.0,870.0,0.387467,1
447,36.0,874.0,0.351256,1
448,116.0,884.0,0.366739,1
449,306.0,886.0,0.367419,1
450,792.0,890.0,0.350163,1
451,170.0,897.0,0.42621,1
452,288.0,892.0,0.358337,1
453,974.0,895.0,0.462734,1
454,559.0,897.0,0.397483,1
455,736.0,901.0,0.360155,1
456,228.0,903.0,0.366464,1
457,129.0,906.0,0.454322,1
458,971.0,922.0,0.380477,1
459,704.0,925.0,0.393353,1
460,266.0,929.0,0.36483,1
461,65.0,929.0,0.357692,1
462,224.0,929.0,0.382906,1
463,888.0,930.0,0.393776,1
464,816.0,932.0,0.371366,1
465,1000.0,934.0,0.352821,1
466,70.0,937.0,0.373862,1
467,845.0,936.0,0.36913,1
468,110.0,951.0,0.40088,1
469,60.0,953.0,0.370217,1
470,310.0,953.0,0.388759,1
471,650.0,954.0,0.350853,1
472,454.0,962.0,0.352656,1
473,116.0,969.0,0.423853,1
474,83.0,974.0,0.472837,1
475,247.0,975.0,0.42702,1
476,42.0,981.0,0.373682,1
477,931.0,985.0,0.445487,1
478,661.0,991.0,0.528798,1
479,152.0,996.0,0.460821,1
480,70.0,1006.0,0.368288,1
481,354.0,1007.0,0.370355,1
482,552.0,136.0,0.48981,4
483,117.0,629.0,0.535895,4
484,732.0,17.0,0.354583,1
485,135.0,18.0,0.358069,1
486,458.0,26.0,0.364732,1
487,996.0,29.0,0.362212,1
488,284.0,38.0,0.374199,1
489,44.0,44.0,0.352628,1
490,1000.0,53.0,0.509755,1
491,486.0,46.0,0.364212,1
492,238.0,52.0,0.356223,1
493,832.0,52.0,0.351135,1
494,444.0,60.0,0.359078,1
495,944.0,65.0,0.358804,1
496,461.0,70.0,0.377666,1
497,652.0,71.0,0.379219,1
498,162.0,77.0,0.499845,1
499,996.0,75.0,0.39888,1
500,159.0,91.0,0.385927,1
501,390.0,92.0,0.372889,1
502,230.0,111.0,0.358828,1
503,530.0,110.0,0.352655,1
504,606.0,112.0,0.35376,1
505,33.0,121.0,0.388898,1
506,749.0,126.0,0.371279,1
507,94.0,136.0,0.350982,1
508,112.0,140.0,0.351858,1
509,33.0,145.0,0.42103,1
510,135.0,145.0,0.402958,1
511,889.0,144.0,0.406791,1
512,155.0,150.0,0.36024,1
513,181.0,153.0,0.357023,1
514,831.0,185.0,0.441807,1
515,660.0,186.0,0.459628,1
516,910.0,191.0,0.39305,1
517,88.0,192.0,0.351462,1
518,994.0,196.0,0.360923,1
519,310.0,198.0,0.35242,1
520,36.0,201.0,0.364426,1
521,176.0,200.0,0.391017,1
522,126.0,206.0,0.382475,1
523,827.0,211.0,0.359918,1
524,932.0,219.0,0.354239,1
525,86.0,231.0,0.371889,1
526,230.0,243.0,0.356342,1
527,478.0,243.0,0.356993,1
528,838.0,249.0,0.393247,1
529,32.0,259.0,0.36446,1
530,58.0,273.0,0.379602,1
531,159.0,300.0,0.385479,1
532,701.0,305.0,0.36687,1
533,548.0,310.0,0.498318,1
534,205.0,310.0,0.38274,1
535,784.0,310.0,0.353925,1
536,840.0,311.0,0.404219,1
537,480.0,321.0,0.381951,1
538,512.0,321.0,0.356313,1
539,121.0,332.0,0.460047,1
540,693.0,344.0,0.459949,1
541,437.0,350.0,0.413083,1
542,850.0,358.0,0.361527,1
543,735.0,359.0,0.407713,1
544,152.0,364.0,0.371872,1
545,28.0,371.0,0.379677,1
546,66.0,372.0,0.356791,1
547,450.0,378.0,0.505061,1
548,767.0,379.0,0.463965,1
549,172.0,382.0,0.36591,1
550,925.0,384.0,0.388569,1
551,600.0,392.0,0.352374,1
552,226.0,400.0,0.357979,1
553,257.0,407.0,0.351007,1
554,646.0,409.0,0.375276,1
555,20.0,425.0,0.443342,1
556,998.0,431.0,0.433007,1
557,297.0,429.0,0.368785,1
558,969.0,431.0,0.387987,1
559,904.0,434.0,0.375594,1
560,230.0,446.0,0.354385,1
561,950.0,446.0,0.402252,1
562,777.0,450.0,0.37049,1
563,140.0,454.0,0.389484,1
564,40.0,462.0,0.362476,1
565,438.0,462.0,0.360762,1
566,446.0,478.0,0.355589,1
567,666.0,478.0,0.363203,1
568,930.0,478.0,0.354409,1
569,93.0,486.0,0.397195,1
570,670.0,491.0,0.376979,1
571,146.0,497.0,0.429142,1
572,254.0,495.0,0.361522,1
573,186.0,498.0,0.42705,1
574,926.0,498.0,0.418488,1
575,426.0,505.0,0.402303,1
576,466.0,504.0,0.369587,1
577,205.0,517.0,0.422609,1
578,515.0,515.0,0.401939,1
579,91.0,522.0,0.370737,1
580,673.0,523.0,0.378208,1
581,496.0,532.0,0.358575,1
582,139.0,534.0,0.382396,1
583,246.0,538.0,0.449785,1
584,588.0,536.0,0.358301,1
585,568.0,547.0,0.386874,1
586,424.0,550.0,0.428379,1
587,83.0,553.0,0.376184,1
588,169.0,554.0,0.373992,1
589,267.0,558.0,0.365034,1
590,831.0,559.0,0.376063,1
591,146.0,560.0,0.355427,1
592,38.0,565.0,0.374963,1
593,106.0,578.0,0.356839,1
594,55.0,580.0,0.416924,1
595,235.0,582.0,0.358466,1
596,873.0,586.0,0.397763,1
597,911.0,590.0,0.438367,1
598,955.0,587.0,0.379052,1
599,524.0,593.0,0.472315,1
600,634.0,595.0,0.419446,1
601,132.0,598.0,0.510902,1
602,710.0,600.0,0.411418,1
603,775.0,604.0,0.400657,1
604,200.0,604.0,0.352557,1
605,603.0,605.0,0.387344,1
606,90.0,608.0,0.388631,1
607,542.0,613.0,0.382371,1
608,839.0,627.0,0.424688,1
609,184.0,628.0,0.364374,1
610,962.0,634.0,0.371886,1
611,89.0,638.0,0.379197,1
612,802.0,637.0,0.354951,1
613,711.0,644.0,0.468335,1
614,127.0,649.0,0.442944,1
615,279.0,648.0,0.41378,1
616,224.0,648.0,0.351052,1
617,176.0,652.0,0.371139,1
618,844.0,663.0,0.36737,1
619,158.0,668.0,0.353735,1
620,299.0,675.0,0.432626,1
621,569.0,677.0,0.379977,1
622,189.0,679.0,0.413186,1
623,786.0,680.0,0.378769,1
624,648.0,690.0,0.411044,1
625,542.0,694.0,0.359762,1
626,89.0,700.0,0.462301,1
627,379.0,705.0,0.384612,1
628,19.0,709.0,0.434978,1
629,191.0,710.0,0.471477,1
630,798.0,708.0,0.359031,1
631,1004.0,714.0,0.353455,1
632,106.0,716.0,0.35752,1
633,936.0,727.0,0.449933,1
634,431.0,738.0,0.425972,1
635,990.0,742.0,0.369155,1
636,998.0,747.0,0.369452,1
637,105.0,751.0,0.38139,1
638,62.0,757.0,0.418594,1
639,189.0,754.0,0.35712,1
640,481.0,754.0,0.375844,1
641,489.0,755.0,0.36262,1
642,507.0,755.0,0.423472,1
643,1006.0,755.0,0.371875,1
644,279.0,759.0,0.373421,1
645,305.0,761.0,0.469077,1
646,532.0,762.0,0.360518,1
647,953.0,769.0,0.449774,1
648,558.0,772.0,0.366418,1
649,590.0,780.0,0.372613,1
650,814.0,786.0,0.351055,1
651,902.0,788.0,0.356712,1
652,989.0,788.0,0.359464,1
653,430.0,791.0,0.379489,1
654,533.0,790.0,0.396347,1
655,199.0,792.0,0.351868,1
656,919.0,799.0,0.44387,1
657,248.0,800.0,0.350799,1
658,390.0,802.0,0.354257,1
659,456.0,807.0,0.366259,1
660,344.0,813.0,0.359766,1
661,85.0,816.0,0.384088,1
662,707.0,817.0,0.455108,1
663,959.0,817.0,0.357976,1
664,138.0,830.0,0.417711,1
665,191.0,827.0,0.373325,1
666,735.0,830.0,0.483554,1
667,293.0,833.0,0.415183,1
668,881.0,847.0,0.366623,1
669,520.0,852.0,0.401403,1
670,759.0,850.0,0.381961,1
671,76.0,852.0,0.37513,1
672,330.0,852.0,0.361473,1
673,715.0,857.0,0.457111,1
674,782.0,857.0,0.378104,1
675,648.0,858.0,0.353209,1
676,907.0,865.0,0.404851,1
677,798.0,869.0,0.370964,1
678,108.0,884.0,0.355758,1
679,28.0,895.0,0.365113,1
680,755.0,896.0,0.379211,1
681,622.0,898.0,0.363202,1
682,84.0,904.0,0.354464,1
683,366.0,906.0,0.381865,1
684,772.0,904.0,0.360023,1
685,669.0,906.0,0.36507,1
686,448.0,912.0,0.566136,1
687,951.0,910.0,0.365133,1
688,157.0,914.0,0.358532,1
689,423.0,914.0,0.360503,1
690,384.0,919.0,0.370584,1
691,693.0,923.0,0.400262,1
692,69.0,924.0,0.35935,1
693,378.0,927.0,0.379415,1
694,423.0,931.0,0.42931,1
695,277.0,940.0,0.373326,1
696,670.0,951.0,0.355855,1
697,967.0,956.0,0.35551,1
698,766.0,961.0,0.354054,1
699,182.0,970.0,0.40778,1
700,544.0,968.0,0.38265,1
701,338.0,970.0,0.355755,1
702,140.0,977.0,0.425633,1
703,33.0,982.0,0.374445,1
704,108.0,995.0,0.418107,1
705,174.0,990.0,0.376521,1
706,458.0,994.0,0.3746,1
707,358.0,1004.0,0.415145,1
708,468.0,446.0,0.412276,5
709,99.0,284.0,0.435568,4
710,347.0,647.0,0.459772,5
711,964.0,632.0,0.438975,4
712,917.0,709.0,0.569598,2
713,749.0,767.0,0.524797,5
714,804.0,611.0,0.58277,3
715,829.0,628.0,0.472397,3
716,870.0,629.0,0.369011,4
717,277.0,851.0,0.512295,5
718,912.0,913.0,0.381457,5
719,930.0,912.0,0.36055,5
720,753.0,712.0,0.533726,4
721,43.0,873.0,0.493929,4
722,129.0,22.0,0.43185,1
723,169.0,16.0,0.397016,1
724,610.0,18.0,0.410621,1
725,54.0,24.0,0.370067,1
726,580.0,24.0,0.39468,1
727,926.0,29.0,0.49459,1
728,487.0,32.0,0.413166,1
729,468.0,40.0,0.47043,1
730,660.0,40.0,0.370858,1
731,769.0,45.0,0.373979,1
732,446.0,47.0,0.446082,1
733,630.0,47.0,0.365882,1
734,394.0,57.0,0.364359,1
735,880.0,60.0,0.388384,1
736,707.0,67.0,0.426228,1
737,131.0,66.0,0.359368,1
738,194.0,66.0,0.385829,1
739,920.0,66.0,0.360473,1
740,297.0,68.0,0.381086,1
741,626.0,73.0,0.369082,1
742,23.0,78.0,0.409206,1
743,502.0,78.0,0.397558,1
744,757.0,80.0,0.46276,1
745,722.0,79.0,0.362705,1
746,88.0,87.0,0.423767,1
747,528.0,99.0,0.409135,1
748,105.0,99.0,0.35897,1
749,280.0,98.0,0.359731,1
750,838.0,113.0,0.357119,1
751,326.0,115.0,0.368969,1
752,810.0,119.0,0.443678,1
753,88.0,120.0,0.356614,1
754,967.0,123.0,0.383962,1
755,485.0,128.0,0.369108,1
756,391.0,130.0,0.358001,1
757,43.0,132.0,0.394224,1
758,865.0,133.0,0.384425,1
759,258.0,141.0,0.46522,1
760,886.0,147.0,0.383283,1
761,836.0,146.0,0.360907,1
762,982.0,146.0,0.363402,1
763,716.0,154.0,0.353494,1
764,526.0,156.0,0.351579,1
765,445.0,161.0,0.411793,1
766,618.0,162.0,0.360503,1
767,960.0,165.0,0.431677,1
768,382.0,164.0,0.355438,1
769,856.0,165.0,0.382639,1
770,670.0,177.0,0.422601,1
771,199.0,177.0,0.38622,1
772,744.0,185.0,0.444171,1
773,632.0,182.0,0.35176,1
774,472.0,184.0,0.363944,1
775,218.0,194.0,0.440335,1
776,483.0,191.0,0.371203,1
777,37.0,194.0,0.397552,1
778,992.0,193.0,0.356227,1
779,492.0,197.0,0.420977,1
780,963.0,196.0,0.416813,1
781,280.0,197.0,0.362426,1
782,692.0,201.0,0.36664,1
783,440.0,208.0,0.36501,1
784,971.0,212.0,0.415401,1
785,538.0,228.0,0.351447,1
786,799.0,232.0,0.44358,1
787,740.0,237.0,0.414828,1
788,565.0,240.0,0.377434,1
789,631.0,243.0,0.444426,1
790,657.0,259.0,0.402389,1
791,764.0,256.0,0.36774,1
792,523.0,258.0,0.354687,1
793,62.0,269.0,0.481285,1
794,914.0,276.0,0.509064,1
795,264.0,279.0,0.368786,1
796,832.0,282.0,0.422818,1
797,724.0,285.0,0.377779,1
798,991.0,286.0,0.369758,1
799,64.0,289.0,0.430271,1
800,726.0,303.0,0.452263,1
801,678.0,304.0,0.385238,1
802,321.0,323.0,0.454977,1
803,856.0,320.0,0.361703,1
804,240.0,325.0,0.378457,1
805,626.0,332.0,0.354616,1
806,781.0,339.0,0.405747,1
807,946.0,344.0,0.365255,1
808,166.0,350.0,0.396951,1
809,523.0,369.0,0.380073,1
810,824.0,367.0,0.375539,1
811,86.0,372.0,0.455805,1
812,484.0,376.0,0.409137,1
813,891.0,388.0,0.368147,1
814,583.0,402.0,0.363975,1
815,991.0,412.0,0.442802,1
816,162.0,408.0,0.384341,1
817,184.0,407.0,0.359185,1
818,880.0,412.0,0.416926,1
819,744.0,418.0,0.352221,1
