d3mIndex,V1,V2,V3,V4,V5,V6,V7,Class
100,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
101,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
102,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
103,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
104,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6
105,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6
106,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
107,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
108,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7
109,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
110,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
111,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8
113,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8
114,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
115,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
116,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8
117,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8
118,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9
119,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9
120,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9
121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
124,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10
125,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10
126,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10
127,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
129,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
130,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
131,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
132,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
134,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
135,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
136,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2
137,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3
138,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3
139,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
140,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3
141,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4
142,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4
143,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
144,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
145,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4
146,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5
147,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
148,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
149,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5
150,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6
151,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6
152,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
153,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
154,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
155,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7
156,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7
157,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
158,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
159,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8
160,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8
161,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
162,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
163,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
164,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8
165,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9
166,1.0,1.0,0.0,1.0,0.0,1.0,1.0,9
167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
170,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10
171,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10
172,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
173,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
175,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
176,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
177,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
178,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
180,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
181,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
183,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
184,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
185,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
186,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
187,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4
188,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4
189,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
190,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
191,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
192,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
193,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
194,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
195,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
196,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
197,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5
198,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6
199,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
200,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6
201,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7
202,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7
203,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
204,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8
205,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
206,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
207,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
208,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8
209,1.0,0.0,1.0,1.0,0.0,1.0,1.0,9
210,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9
211,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9
212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
214,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10
215,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10
216,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
217,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
218,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
219,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1
220,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
221,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
223,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
224,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3
225,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
226,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
227,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
228,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3
229,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4
230,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4
231,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
232,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
233,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
234,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5
235,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
236,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
237,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
238,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6
239,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6
240,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
241,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
242,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
243,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6
244,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7
245,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
246,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
247,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8
248,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8
249,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
250,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8
251,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9
252,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9
253,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
257,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10
258,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10
259,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
260,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
261,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
262,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
263,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
264,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
265,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
268,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
269,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2
270,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2
271,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
272,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3
273,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
274,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3
275,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4
276,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
277,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
278,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
279,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
280,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
281,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
282,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
283,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
284,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5
285,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6
286,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6
287,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
288,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
289,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
290,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6
291,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7
292,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7
293,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
294,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
295,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7
296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8
297,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8
298,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
299,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
300,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8
301,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8
302,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9
303,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9
304,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9
305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
307,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10
308,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
309,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
310,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
311,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1
312,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
313,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
315,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
316,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
317,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2
318,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3
319,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
320,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
321,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3
322,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4
323,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4
324,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
325,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
326,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5
327,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5
328,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
329,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
330,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5
331,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6
332,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6
333,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
334,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
335,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
336,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7
337,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7
338,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
339,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
340,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
341,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8
342,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
343,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
344,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
345,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
346,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8
347,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9
348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
351,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10
352,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10
353,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
354,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
355,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
356,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
357,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
359,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
360,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2
361,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3
362,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3
363,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3
364,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
365,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
366,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4
367,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4
368,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
369,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
370,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
371,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
372,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
373,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5
374,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
375,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5
376,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5
377,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6
378,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
379,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
380,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
381,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7
382,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7
383,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
384,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
385,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7
386,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8
387,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8
388,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
389,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
390,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8
391,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9
392,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9
393,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9
394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
396,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10
397,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10
398,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
399,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10
400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
401,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
402,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
403,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
404,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
406,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
407,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
408,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
409,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
410,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
411,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
412,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
413,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3
414,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3
415,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4
416,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4
417,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
418,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
419,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4
420,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4
421,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5
422,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
423,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
424,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5
425,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5
426,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6
427,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6
428,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
429,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
430,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6
431,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7
432,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7
433,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
434,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7
