d3mIndex,V1,V2,Class
101,0.795,0.666,2
102,0.796,0.665,2
103,0.796,0.665,2
104,0.796,0.665,2
105,0.799,0.664,2
106,0.799,0.664,2
107,0.798,0.664,2
108,0.799,0.664,2
109,0.798,0.663,2
110,0.797,0.666,2
111,0.792,0.671,2
112,0.791,0.684,2
113,0.79,0.674,2
114,0.789,0.66,2
115,0.788,0.66,2
116,0.787,0.659,2
117,0.786,0.661,2
118,0.785,0.665,2
119,0.788,0.717,2
120,0.787,0.833,2
121,0.79,0.779,2
122,0.814,0.668,2
123,0.807,0.809,2
124,0.786,0.805,2
125,0.785,0.804,2
126,0.787,0.854,2
127,0.791,0.8,2
128,0.794,0.786,2
129,0.814,0.78,2
130,0.88,0.776,2
131,1.593,0.774,1
132,1.593,0.77,1
133,1.593,0.765,1
134,1.593,0.765,1
135,1.592,0.763,1
136,1.591,0.763,1
137,1.59,0.763,1
138,1.588,0.763,1
139,1.586,0.758,1
140,1.576,0.759,1
141,1.566,0.753,1
142,1.555,0.751,1
143,0.932,0.745,1
144,1.525,0.739,1
145,1.508,0.733,1
146,1.494,0.727,1
147,1.473,0.721,1
148,1.454,0.715,1
149,1.438,0.707,1
150,1.419,0.7,1
151,1.399,0.694,1
152,1.379,0.69,1
153,1.358,0.683,1
154,1.338,0.673,1
155,1.317,0.666,1
156,0.891,0.663,2
157,1.276,0.652,1
158,1.255,0.645,1
159,1.233,0.638,1
160,1.212,0.627,1
161,1.193,0.623,1
162,1.174,0.613,1
163,1.156,0.607,1
164,1.138,0.6,1
165,1.121,0.594,1
166,1.105,0.588,1
167,1.089,0.582,1
168,1.074,0.576,1
169,1.058,0.57,1
170,1.043,0.564,1
171,1.026,0.562,1
172,1.009,0.555,1
173,0.989,0.549,1
174,0.733,0.539,2
175,0.711,0.54,2
176,0.679,0.53,2
177,0.658,0.521,2
178,0.65,0.515,2
179,0.644,0.509,2
180,0.639,0.504,2
181,0.86,0.504,2
182,0.859,0.496,2
183,0.861,0.491,2
184,0.865,0.491,2
185,0.865,0.491,2
186,0.865,0.49,2
187,0.865,0.49,2
188,0.865,0.489,2
189,0.865,0.488,2
190,0.868,0.487,2
191,0.867,0.486,2
192,0.87,0.485,2
193,0.869,0.485,2
194,0.74,0.484,2
195,0.74,0.483,2
196,0.861,0.482,2
197,0.859,0.48,2
198,0.857,0.478,2
199,0.853,0.477,2
200,0.85,0.475,2
201,0.852,0.474,2
202,0.852,0.472,2
203,0.851,0.47,2
204,0.854,0.467,2
205,0.857,0.465,2
206,0.873,0.462,2
207,1.491,0.46,4
208,1.202,0.458,4
209,1.201,0.456,4
210,1.2,0.455,4
211,1.198,0.454,4
212,1.198,0.455,4
213,1.198,0.455,4
214,1.197,0.456,4
215,1.198,0.456,4
216,1.191,0.457,4
217,1.186,0.458,4
218,1.567,0.459,4
219,1.208,0.461,4
220,1.553,0.462,4
221,1.191,0.464,4
222,1.535,0.465,4
223,1.528,0.466,4
224,1.519,0.468,4
225,1.512,0.47,4
226,1.416,0.471,4
227,1.522,0.473,4
228,1.475,0.476,4
229,1.487,0.478,4
230,1.473,0.48,4
231,1.472,0.483,4
232,1.459,0.486,4
233,1.462,0.489,4
234,1.34,0.491,4
235,1.335,0.494,4
236,1.421,0.497,1
237,1.421,0.5,1
238,1.414,0.504,1
239,1.404,0.507,1
240,1.393,0.511,1
241,1.381,0.515,1
242,1.368,0.52,1
243,1.353,0.526,1
244,1.309,0.531,1
245,1.293,0.538,1
246,1.273,0.545,1
247,1.287,0.551,1
248,1.269,0.559,1
249,1.22,0.566,1
250,1.202,0.574,1
251,1.183,0.581,1
252,1.165,0.589,1
253,1.143,0.597,1
254,1.128,0.604,1
255,1.106,0.612,1
256,1.09,0.619,1
257,1.068,0.627,1
258,1.049,0.635,1
259,1.03,0.642,1
260,1.012,0.65,1
261,0.994,0.657,1
262,0.975,0.664,1
263,0.957,0.672,1
264,0.942,0.679,1
265,1.173,0.686,1
266,1.16,0.695,1
267,1.148,0.702,1
268,1.139,0.707,1
269,1.128,0.702,1
270,1.126,0.704,1
271,1.473,0.71,1
272,1.454,0.713,1
273,1.434,0.719,1
274,1.412,0.726,1
275,1.063,0.733,1
276,1.05,0.741,1
277,1.04,0.748,1
278,1.03,0.756,1
279,1.021,0.763,1
280,1.011,0.771,1
281,0.642,0.778,2
282,0.622,0.786,2
283,0.606,0.793,2
284,0.589,0.801,2
285,0.574,0.805,2
286,0.559,0.807,2
287,0.547,0.797,2
288,0.541,0.786,2
289,0.549,0.784,2
290,0.983,0.78,1
291,0.984,0.78,1
292,0.983,0.78,1
293,0.983,0.78,1
294,0.981,0.78,1
295,0.98,0.78,1
296,0.979,0.779,1
297,0.978,0.779,1
298,0.978,0.779,1
299,0.977,0.779,1
300,0.976,0.778,1
301,0.974,0.778,1
302,0.972,0.777,1
303,0.968,0.777,1
304,0.961,0.776,1
305,0.952,0.775,1
306,0.937,0.773,1
307,0.924,0.775,1
308,0.91,0.774,1
309,0.895,0.773,2
310,0.88,0.779,2
311,0.864,0.779,2
312,0.847,0.779,2
313,0.832,0.778,2
314,0.817,0.775,2
315,0.804,0.771,2
316,0.793,0.771,2
317,0.792,0.769,2
318,0.789,0.768,2
319,0.791,0.767,2
320,0.792,0.766,2
321,0.792,0.766,2
322,0.792,0.765,2
323,0.791,0.765,2
324,0.79,0.764,2
325,0.791,0.766,2
326,0.79,0.766,2
327,0.79,0.769,2
328,0.789,0.872,2
329,0.789,0.87,2
330,0.789,0.865,2
331,0.788,0.772,2
332,0.787,0.759,2
333,0.786,0.753,2
334,0.785,0.751,2
335,0.785,0.749,2
336,0.784,0.746,2
337,0.787,0.744,2
338,1.815,0.746,1
339,0.81,0.381,2
340,0.789,0.376,2
341,0.785,0.374,2
342,0.785,0.374,2
343,0.785,0.373,2
344,0.785,0.373,2
345,0.785,0.372,2
346,0.785,0.372,2
347,0.785,0.371,2
348,0.788,0.37,2
349,0.788,0.37,2
350,0.788,0.372,2
351,0.791,0.751,2
352,0.798,0.743,2
353,0.811,0.836,2
354,1.824,0.835,1
355,1.821,0.371,4
356,1.817,0.363,4
357,1.816,0.357,4
358,1.814,0.357,4
359,1.813,0.357,4
360,1.813,0.357,4
361,1.81,0.357,4
362,1.81,0.356,4
363,1.81,0.356,4
364,0.963,0.356,4
365,1.81,0.356,4
366,0.957,0.357,4
367,1.799,0.357,4
368,0.937,0.358,4
369,0.93,0.362,4
370,0.919,0.747,1
371,0.912,0.746,1
372,0.905,0.742,1
373,0.9,0.738,2
374,0.898,0.734,2
375,1.727,0.383,4
376,2.715,0.374,4
377,2.094,0.374,4
378,2.693,0.378,4
379,2.681,0.386,4
380,2.67,0.7,1
381,2.66,0.697,1
382,2.651,0.693,1
383,2.644,0.69,1
384,2.634,0.687,1
385,2.622,0.683,1
386,2.618,0.68,1
387,2.595,0.676,1
388,1.567,0.672,1
389,1.557,0.668,1
390,1.537,0.664,1
391,2.528,0.66,1
392,1.499,0.655,1
393,1.478,0.651,1
394,1.459,0.647,1
395,1.441,0.538,1
396,1.422,0.64,1
397,1.407,0.636,1
398,1.388,0.632,1
399,1.369,0.628,1
400,1.35,0.624,1
401,1.331,0.62,1
402,1.309,0.616,1
403,1.294,0.612,1
404,1.275,0.608,1
405,2.249,0.604,1
406,2.23,0.599,1
407,2.21,0.595,1
408,2.191,0.589,1
409,2.171,0.585,1
410,2.151,0.583,1
411,2.131,0.58,1
412,2.111,0.576,1
413,2.092,0.572,1
414,2.072,0.568,1
415,2.053,0.564,1
416,2.034,0.561,1
417,2.014,0.557,1
418,1.994,0.553,1
419,1.975,0.549,1
420,1.955,0.545,1
421,1.935,0.541,1
422,1.916,0.537,1
423,1.897,0.533,1
424,1.878,0.53,1
425,1.859,0.526,1
426,1.84,0.522,1
427,1.822,0.518,1
428,0.584,0.515,2
429,0.577,0.511,2
430,0.577,0.507,2
431,0.573,0.504,2
432,0.79,0.5,2
433,0.777,0.497,2
434,0.765,0.494,2
435,0.76,0.491,2
436,0.761,0.49,2
437,0.769,0.49,2
438,0.77,0.489,2
439,0.773,0.49,2
440,0.773,0.489,2
441,0.77,0.489,2
442,0.773,0.488,2
443,1.501,0.487,4
444,1.495,0.487,4
445,1.494,0.486,4
446,1.491,0.485,4
447,1.496,0.485,4
448,1.702,0.485,4
449,1.492,0.485,4
450,1.491,0.485,4
451,1.492,0.485,4
452,1.694,0.484,4
453,1.689,0.483,4
454,1.682,0.483,4
455,1.675,0.482,4
456,1.666,0.481,4
457,1.656,0.48,4
458,0.583,0.479,2
459,1.635,0.478,4
460,1.624,0.478,4
461,1.613,0.478,4
462,1.603,0.477,4
463,1.593,0.477,4
464,1.584,0.478,4
465,1.575,0.477,4
466,1.567,0.478,4
467,1.559,0.478,4
468,1.55,0.478,4
469,1.541,0.479,4
470,1.531,0.48,4
471,1.521,0.48,4
472,1.511,0.481,4
473,1.316,0.482,4
474,1.304,0.483,4
475,1.296,0.484,4
476,1.291,0.485,4
477,1.283,0.486,4
478,1.278,0.487,4
479,1.273,0.488,4
480,1.432,0.49,4
481,1.422,0.491,4
482,1.412,0.493,4
483,1.402,0.494,4
484,1.392,0.496,1
485,1.382,0.498,1
486,1.372,0.499,1
487,1.361,0.501,1
488,1.349,0.503,1
489,1.336,0.506,1
490,1.322,0.509,1
491,1.308,0.513,1
492,1.292,0.516,1
493,1.275,0.521,1
494,1.259,0.526,1
495,1.241,0.531,1
496,1.223,0.536,1
497,1.205,0.541,1
498,1.186,0.547,1
499,1.168,0.553,1
500,1.15,0.559,1
501,1.131,0.565,1
502,1.113,0.571,1
503,1.094,0.578,1
504,1.075,0.584,1
505,1.056,0.591,1
506,1.037,0.597,1
507,1.018,0.604,1
508,0.998,0.608,1
509,0.979,0.615,1
510,0.959,0.623,1
511,0.94,0.631,1
512,0.923,0.638,1
513,0.904,0.645,1
514,0.882,0.652,2
515,0.864,0.658,2
516,0.846,0.665,2
517,0.827,0.671,2
518,0.809,0.678,2
519,0.792,0.684,2
520,0.776,0.689,2
521,0.767,0.69,2
522,0.767,0.687,2
523,0.769,0.686,2
524,0.77,0.685,2
525,0.77,0.685,2
526,0.769,0.685,2
527,0.769,0.684,2
528,0.769,0.684,2
529,0.769,0.683,2
530,0.768,0.683,2
531,0.768,0.682,2
532,0.768,0.681,2
533,0.769,0.68,2
534,0.765,0.682,2
535,0.763,0.684,2
536,0.762,0.683,2
537,0.761,0.681,2
538,0.76,0.677,2
539,0.759,0.676,2
540,0.758,0.679,2
541,0.757,0.679,2
542,0.756,0.682,2
543,0.755,0.689,2
544,0.762,0.72,2
545,0.769,0.783,2
546,0.772,0.685,2
547,0.758,0.779,2
548,0.758,0.779,2
549,0.758,0.776,2
550,0.761,0.851,2
551,0.764,0.713,2
552,0.768,0.753,2
553,1.566,0.749,1
554,1.567,0.745,1
555,1.568,0.711,1
556,1.57,0.741,1
557,1.572,0.74,1
558,1.567,0.742,1
559,1.56,0.724,1
560,1.551,0.734,1
561,1.54,0.726,1
562,1.527,0.72,1
563,1.513,0.714,1
564,1.497,0.707,1
565,1.481,0.7,1
566,1.464,0.693,1
567,1.447,0.686,1
568,1.429,0.678,1
569,1.411,0.671,1
570,1.392,0.664,1
571,1.374,0.656,1
572,1.355,0.648,1
573,1.335,0.644,1
574,1.316,0.638,1
575,1.297,0.63,1
576,1.278,0.624,1
577,1.262,0.617,1
578,1.24,0.61,1
579,1.223,0.604,1
580,1.2,0.597,1
581,1.18,0.587,1
582,1.161,0.58,1
583,1.141,0.574,1
584,1.121,0.566,1
585,1.102,0.562,1
586,1.083,0.556,1
587,1.065,0.549,1
588,1.046,0.543,1
589,1.028,0.537,1
590,1.01,0.53,1
591,0.992,0.524,1
592,0.974,0.517,1
593,0.956,0.512,1
594,0.938,0.505,1
595,0.69,0.498,2
596,0.671,0.489,2
597,0.619,0.483,2
598,0.607,0.477,2
599,0.593,0.473,2
600,0.58,0.465,2
601,0.568,0.462,2
602,0.821,0.462,2
603,0.824,0.458,2
604,0.826,0.455,2
605,0.825,0.454,2
606,0.825,0.454,2
607,0.825,0.453,2
608,0.822,0.452,2
609,0.507,0.452,2
610,0.507,0.451,2
611,0.507,0.451,2
612,0.508,0.45,2
613,0.508,0.45,2
614,0.508,0.449,2
615,0.508,0.448,2
616,0.508,0.448,2
617,0.512,0.447,2
618,0.823,0.447,2
619,0.823,0.446,2
620,0.823,0.445,2
621,0.823,0.443,2
622,0.823,0.438,2
623,0.824,0.44,2
624,0.824,0.438,2
625,0.829,0.436,2
626,0.83,0.435,2
627,0.829,0.433,2
628,0.826,0.431,2
629,0.826,0.428,2
630,0.825,0.426,2
631,0.825,0.423,2
632,0.825,0.421,2
633,0.828,0.419,2
634,0.828,0.417,2
635,0.829,0.416,2
636,0.831,0.414,2
637,0.826,0.411,2
638,0.825,0.408,2
639,0.824,0.405,2
640,0.82,0.403,2
641,0.82,0.4,2
642,0.822,0.399,2
643,0.821,0.397,2
644,0.824,0.396,2
645,0.824,0.395,2
646,0.819,0.407,2
647,0.813,0.399,2
648,0.811,0.395,2
649,0.81,0.393,2
650,0.805,0.393,2
651,0.808,0.396,2
652,0.806,0.423,2
653,0.809,0.431,2
654,0.811,0.435,2
655,0.904,0.403,4
656,0.804,0.404,2
657,0.803,0.405,2
658,0.802,0.427,2
659,0.802,0.431,2
660,0.805,0.478,2
661,0.802,0.477,2
662,0.805,0.477,2
663,0.805,0.479,2
664,0.805,0.479,2
665,0.808,0.478,2
666,0.822,0.49,2
667,0.825,0.937,2
668,3.338,0.423,4
669,3.335,0.424,4
670,3.335,0.425,4
671,3.335,0.422,4
672,3.335,0.425,4
673,3.335,0.422,4
674,3.335,0.425,4
675,3.335,0.425,4
676,3.335,0.425,4
677,3.334,0.427,4
678,2.935,0.426,4
679,2.923,0.431,4
680,3.322,0.436,4
681,3.316,0.443,4
682,3.309,0.454,4
683,3.301,0.463,4
684,3.29,0.479,4
685,3.281,0.761,1
686,3.273,0.756,1
687,3.267,0.751,1
688,3.258,0.747,1
689,3.25,0.746,1
690,3.237,0.741,1
691,3.22,0.735,1
692,3.205,0.729,1
693,3.189,0.723,1
694,3.172,0.716,1
695,3.16,0.713,1
696,3.138,0.706,1
697,3.082,0.71,1
698,0.94,0.694,1
699,0.94,0.694,1
700,3.023,0.684,1
701,3.001,0.682,1
702,2.981,0.656,1
703,2.965,0.646,1
704,2.659,0.65,1
705,2.641,0.634,1
706,2.651,0.625,1
707,2.885,0.623,1
708,2.866,0.614,1
709,2.581,0.613,1
710,2.828,0.607,1
711,2.549,0.599,1
712,2.544,0.597,1
713,2.505,0.593,1
714,2.471,0.589,1
715,2.466,0.589,1
716,2.715,0.587,1
717,2.696,0.585,1
718,2.281,0.606,1
719,2.261,0.598,1
720,2.248,0.593,1
721,2.63,0.584,1
722,2.604,0.597,1
723,2.585,0.574,1
724,2.565,0.568,1
725,2.546,0.559,1
726,2.527,0.553,1
727,2.508,0.547,1
728,2.486,0.54,1
729,2.468,0.534,1
730,2.448,0.528,1
731,2.432,0.52,1
732,2.41,0.518,1
733,2.394,0.525,1
734,2.372,0.501,1
735,2.353,0.497,1
736,2.338,0.491,4
737,2.316,0.481,4
738,2.297,0.476,4
739,1.914,0.471,4
740,1.889,0.464,4
741,1.877,0.463,4
742,2.225,0.461,4
743,2.209,0.46,4
744,2.194,0.461,4
745,2.18,0.458,4
746,2.166,0.457,4
747,1.877,0.515,1
748,1.879,0.474,4
749,2.13,0.471,4
750,2.12,0.467,4
751,1.838,0.46,4
752,1.827,0.46,4
753,2.09,0.464,4
754,2.081,0.458,4
755,1.84,0.458,4
756,1.832,0.468,4
757,1.791,0.567,1
758,1.78,0.598,1
759,1.776,0.537,1
760,1.839,0.562,1
761,2.025,0.578,1
762,2.011,3.134,3
763,2.0,0.515,1
764,1.987,0.489,4
765,1.974,0.495,1
766,1.96,1.434,3
767,1.945,1.426,3
768,1.93,1.422,3
769,1.914,1.415,3
770,1.897,1.413,3
771,1.881,1.407,3
772,1.865,1.406,3
773,1.848,1.404,3
774,1.831,1.402,3
775,1.815,1.403,3
776,1.798,1.398,3
777,1.781,1.396,3
778,1.764,1.397,3
779,1.748,1.395,3
780,1.732,1.393,3
781,1.647,1.394,3
782,1.631,1.406,3
783,1.628,1.405,3
784,1.612,1.39,3
785,1.596,1.388,3
786,1.557,1.387,3
787,1.559,1.386,3
788,1.581,1.387,3
789,1.463,0.715,1
790,1.458,0.709,1
791,1.37,0.723,1
792,1.367,0.724,1
793,1.429,0.73,1
794,1.417,0.798,1
795,1.347,0.848,1
796,1.332,2.171,3
797,1.323,2.177,3
798,1.312,2.185,3
799,1.3,2.197,3
800,1.284,2.208,3
801,1.274,2.224,3
802,1.261,2.233,3
803,1.251,2.241,3
804,1.242,2.252,3
805,1.226,2.261,3
806,1.213,2.267,3
807,1.197,0.862,1
808,1.182,2.282,3
809,1.17,0.868,1
810,1.158,2.295,3
811,1.144,2.302,3
812,1.133,0.819,1
813,1.118,0.821,1
814,1.103,0.824,1
815,1.089,0.826,1
816,1.074,0.828,1
817,1.059,0.83,1
818,1.042,0.828,1
819,1.025,0.823,1
820,1.007,0.797,1
821,0.985,0.792,1
822,0.967,0.795,1
823,0.947,0.794,1
824,0.928,0.797,1
825,0.908,0.8,1
826,0.889,0.804,2
827,0.869,0.808,2
828,0.849,0.812,2
829,0.83,0.813,2
830,0.811,0.817,2
831,0.793,0.822,2
832,0.78,0.824,2
833,0.778,0.825,2
834,0.784,0.823,2
835,0.785,0.819,2
836,0.786,0.819,2
837,0.786,0.818,2
838,0.786,0.817,2
839,0.785,0.817,2
840,0.785,0.816,2
841,0.785,0.816,2
842,0.785,0.815,2
843,0.785,0.814,2
844,0.784,0.813,2
845,0.78,0.812,2
846,0.78,0.811,2
847,0.779,0.81,2
848,0.779,0.808,2
849,0.778,0.807,2
850,0.777,0.805,2
851,0.78,0.808,2
852,0.779,0.813,2
853,0.779,0.825,2
854,0.779,0.817,2
855,0.778,0.812,2
856,0.776,0.808,2
857,0.771,0.803,2
858,0.77,0.803,2
859,0.769,0.802,2
860,0.768,0.828,2
861,0.767,0.878,2
862,0.769,0.863,2
863,0.769,0.871,2
864,0.769,0.82,2
865,0.778,0.8,2
866,0.803,0.792,2
867,0.774,0.789,2
868,0.767,0.788,2
869,0.766,0.782,2
870,0.769,0.791,2
871,0.776,0.767,2
872,0.831,0.761,2
873,0.792,0.758,2
874,0.854,0.755,2
875,0.894,0.755,2
876,1.182,0.752,1
877,0.892,0.746,2
878,1.346,0.743,1
879,1.349,0.741,1
880,1.349,0.737,1
881,1.348,0.737,1
882,1.346,0.741,1
883,1.342,0.737,1
884,1.34,0.74,1
885,1.339,0.736,1
886,1.338,0.735,1
887,1.341,0.738,1
888,1.337,0.738,1
889,1.34,0.738,1
890,1.336,0.738,1
891,1.332,0.741,1
892,1.325,0.74,1
893,1.316,0.732,1
894,1.305,0.742,1
895,1.292,0.726,1
896,1.278,0.72,1
897,1.265,0.714,1
898,1.248,0.708,1
899,1.231,0.705,1
900,1.213,0.698,1
901,1.195,0.692,1
902,1.176,0.702,1
903,1.157,0.681,1
904,1.138,0.68,1
905,1.119,0.682,1
906,1.1,0.722,1
907,0.943,0.654,1
908,0.923,0.65,1
909,0.899,0.641,2
910,0.881,0.669,2
911,0.864,0.627,2
912,0.847,0.623,2
913,0.83,0.619,2
914,0.816,0.613,2
915,0.803,0.601,2
916,0.818,0.589,2
917,0.917,0.586,1
918,0.92,0.586,1
919,0.921,0.586,1
920,0.921,0.586,1
921,0.919,0.586,1
922,0.917,0.585,1
923,0.915,0.584,1
924,0.913,0.584,1
925,0.912,0.584,1
926,0.911,0.584,1
927,0.91,0.583,1
928,0.908,0.583,1
929,0.907,0.582,1
930,0.906,0.582,1
931,0.904,0.581,1
932,0.902,0.581,1
933,0.9,0.581,2
934,0.899,0.581,2
935,0.898,0.58,2
936,0.897,0.58,2
937,0.896,0.579,2
938,0.895,0.579,2
939,0.895,0.578,2
940,0.895,0.578,2
941,0.896,0.577,2
942,0.896,0.576,2
943,0.896,0.575,2
944,0.896,0.574,2
945,0.897,0.572,2
946,0.897,0.57,2
947,0.898,0.569,2
948,0.899,0.567,2
949,0.9,0.566,2
950,0.899,0.564,2
951,0.898,0.563,2
952,0.897,0.56,2
953,0.897,0.557,2
954,0.896,0.555,2
955,0.896,0.553,2
956,0.896,0.551,2
957,0.896,0.549,2
958,0.896,0.548,2
959,0.895,0.546,2
960,0.894,0.544,2
961,0.893,0.541,2
962,0.892,0.538,2
963,0.891,0.535,2
964,0.891,0.533,2
965,0.891,0.532,2
966,0.894,0.53,2
967,0.894,0.529,2
968,0.892,0.53,2
969,0.887,0.524,2
970,0.886,0.526,2
971,0.884,0.532,2
972,0.882,0.531,2
973,0.881,0.527,2
974,0.88,0.527,2
975,0.88,0.526,2
976,0.879,0.526,2
977,0.882,0.535,2
978,0.881,0.914,2
979,1.325,0.907,3
980,1.761,0.902,3
981,0.88,0.708,2
982,0.879,0.699,2
983,0.878,0.696,2
984,0.878,0.697,2
985,0.878,0.7,2
986,0.878,0.695,2
987,0.878,0.694,2
988,0.881,0.693,2
989,0.881,0.692,2
990,0.887,0.691,2
991,0.888,0.69,2
992,0.891,0.692,2
993,0.904,0.711,1
994,1.744,0.541,1
995,1.75,0.542,1
996,1.753,0.867,1
997,1.751,0.867,1
998,1.745,0.551,1
999,1.741,0.863,1
1000,1.732,0.567,1
1001,1.721,0.571,1
1002,1.707,0.583,1
1003,0.96,0.842,1
1004,1.677,0.835,1
1005,0.975,0.827,1
1006,1.642,0.819,1
1007,1.627,0.811,1
1008,0.948,0.802,1
1009,0.887,0.794,2
1010,0.923,0.714,1
1011,0.866,0.774,2
1012,0.873,0.768,2
1013,0.851,0.759,2
1014,0.837,0.751,2
1015,0.824,0.742,2
1016,0.817,0.735,2
1017,1.459,0.725,1
1018,0.863,0.722,2
1019,1.462,0.722,1
1020,1.462,0.723,1
1021,1.46,0.722,1
1022,1.459,0.721,1
1023,1.458,0.721,1
1024,1.457,0.72,1
1025,1.456,0.719,1
1026,1.454,0.719,1
1027,1.453,0.719,1
1028,0.921,0.718,1
1029,0.92,0.718,1
1030,0.914,0.717,1
1031,0.912,0.716,1
1032,0.913,0.714,1
1033,1.436,0.711,1
1034,1.428,0.707,1
1035,1.417,0.702,1
1036,1.407,0.697,1
1037,1.392,0.691,1
1038,1.376,0.685,1
1039,1.359,0.678,1
1040,1.341,0.67,1
1041,1.325,0.663,1
1042,0.819,0.656,2
1043,1.284,0.649,1
1044,1.264,0.641,1
1045,1.247,0.633,1
1046,1.225,0.625,1
1047,1.205,0.617,1
1048,1.187,0.61,1
1049,1.166,0.602,1
1050,1.149,0.595,1
1051,1.132,0.589,1
1052,1.115,0.582,1
1053,1.098,0.575,1
1054,1.078,0.568,1
1055,1.064,0.562,1
1056,0.733,0.555,2
1057,0.715,0.55,2
1058,1.01,0.543,1
1059,0.992,0.54,1
1060,0.689,0.53,2
1061,0.712,0.524,2
1062,0.692,0.516,2
1063,0.676,0.512,2
1064,0.651,0.515,2
1065,0.693,0.498,2
1066,0.712,0.496,2
1067,0.91,0.495,1
1068,0.907,0.495,1
1069,0.906,0.494,4
1070,0.905,0.494,4
1071,0.904,0.493,4
1072,0.9,0.491,2
1073,0.772,0.488,2
1074,0.766,0.486,2
1075,0.885,0.484,2
1076,0.878,0.482,2
1077,0.874,0.48,2
1078,0.866,0.478,2
1079,0.863,0.477,2
1080,0.86,0.476,2
1081,0.86,0.475,2
1082,0.859,0.474,2
1083,0.857,0.473,2
1084,0.856,0.472,2
1085,0.855,0.472,2
1086,0.852,0.471,2
1087,0.851,0.471,2
1088,0.848,0.469,2
1089,0.85,0.468,2
1090,0.846,0.466,2
1091,0.848,0.464,2
1092,0.851,0.461,2
1093,0.85,0.459,2
1094,0.853,0.457,2
1095,1.493,0.455,4
1096,1.492,0.453,4
1097,1.2,0.451,4
1098,1.199,0.449,4
1099,1.197,0.448,4
1100,1.196,0.448,4
1101,1.195,0.448,4
1102,1.195,0.448,4
1103,1.196,0.448,4
1104,1.195,0.448,4
1105,1.195,0.448,4
1106,1.194,0.448,4
1107,1.193,0.449,4
1108,1.191,0.449,4
1109,1.191,0.45,4
1110,1.19,0.451,4
1111,1.57,0.453,4
1112,1.206,0.454,4
1113,1.558,0.455,4
1114,1.549,0.456,4
1115,1.54,0.457,4
1116,1.534,0.459,4
1117,1.553,0.461,4
1118,1.54,0.463,4
1119,1.504,0.466,4
1120,1.493,0.468,4
1121,1.476,0.471,4
1122,1.467,0.474,4
1123,1.488,0.476,4
1124,1.463,0.479,4
1125,1.468,0.482,4
1126,1.459,0.485,4
1127,1.424,0.488,4
1128,1.414,0.491,4
1129,1.428,0.494,4
1130,1.418,0.498,1
1131,1.38,0.502,1
1132,1.37,0.505,1
1133,1.36,0.509,1
1134,1.347,0.513,1
1135,1.338,0.519,1
1136,1.325,0.525,1
1137,1.31,0.532,1
1138,1.295,0.54,1
1139,1.279,0.548,1
1140,1.297,0.556,1
1141,1.284,0.564,1
1142,1.27,0.574,1
1143,1.257,0.582,1
1144,1.374,0.591,1
1145,1.364,0.601,1
1146,1.351,0.61,1
1147,1.341,0.619,1
1148,1.329,0.628,1
1149,1.319,0.638,1
1150,1.31,0.647,1
