d3mIndex,V1,V2,V3,Class
190,951.0,786.0,0.401173,1
191,579.0,798.0,0.376078,1
192,733.0,811.0,0.473533,1
193,880.0,792.0,0.361831,1
194,483.0,803.0,0.443303,1
195,863.0,811.0,0.551319,1
196,168.0,802.0,0.364245,1
197,69.0,811.0,0.393003,1
198,528.0,816.0,0.350198,1
199,575.0,817.0,0.358269,1
200,17.0,821.0,0.395865,1
201,69.0,824.0,0.381171,1
202,956.0,824.0,0.433186,1
203,200.0,826.0,0.417397,1
204,522.0,832.0,0.381921,1
205,104.0,830.0,0.35773,1
206,576.0,836.0,0.354256,1
207,196.0,852.0,0.360649,1
208,481.0,854.0,0.413,1
209,64.0,867.0,0.522349,1
210,627.0,861.0,0.499144,1
211,134.0,864.0,0.426335,1
212,266.0,861.0,0.381447,1
213,784.0,862.0,0.352141,1
214,322.0,865.0,0.368887,1
215,196.0,870.0,0.412432,1
216,375.0,872.0,0.44913,1
217,141.0,892.0,0.509675,1
218,545.0,880.0,0.399836,1
219,771.0,883.0,0.382437,1
220,967.0,898.0,0.44369,1
221,990.0,885.0,0.365902,1
222,102.0,895.0,0.402533,1
223,766.0,906.0,0.544202,1
224,304.0,899.0,0.363464,1
225,713.0,908.0,0.39192,1
226,1000.0,909.0,0.412993,1
227,48.0,916.0,0.359216,1
228,977.0,927.0,0.608285,1
229,140.0,944.0,0.493829,1
230,724.0,928.0,0.486026,1
231,642.0,933.0,0.490371,1
232,756.0,926.0,0.352653,1
233,358.0,933.0,0.373725,1
234,860.0,936.0,0.357637,1
235,809.0,941.0,0.365223,1
236,206.0,952.0,0.360696,1
237,924.0,969.0,0.46441,1
238,790.0,969.0,0.435295,1
239,366.0,972.0,0.411805,1
240,426.0,974.0,0.432559,1
241,110.0,974.0,0.357842,1
242,138.0,985.0,0.38225,1
243,514.0,988.0,0.363061,1
244,643.0,1001.0,0.443079,1
245,755.0,1002.0,0.47416,1
246,284.0,120.0,0.711407,2
247,267.0,891.0,0.565127,2
248,398.0,910.0,0.358597,3
249,843.0,26.0,0.412583,1
250,621.0,31.0,0.361822,1
251,528.0,33.0,0.367983,1
252,899.0,58.0,0.376803,1
253,916.0,60.0,0.37832,1
254,415.0,72.0,0.423512,1
255,542.0,67.0,0.430341,1
256,799.0,73.0,0.437743,1
257,600.0,95.0,0.522129,1
258,227.0,89.0,0.45486,1
259,16.0,98.0,0.411527,1
260,528.0,133.0,0.649758,1
261,786.0,120.0,0.480206,1
262,464.0,119.0,0.403971,1
263,620.0,146.0,0.401437,1
264,692.0,147.0,0.412544,1
265,699.0,174.0,0.466421,1
266,448.0,188.0,0.417157,1
267,927.0,186.0,0.362676,1
268,262.0,201.0,0.528944,1
269,63.0,196.0,0.38595,1
270,625.0,217.0,0.473042,1
271,902.0,204.0,0.374106,1
272,958.0,210.0,0.459613,1
273,554.0,212.0,0.38605,1
274,32.0,216.0,0.350041,1
275,551.0,229.0,0.404455,1
276,551.0,253.0,0.408134,1
277,580.0,258.0,0.412834,1
278,963.0,262.0,0.356863,1
279,260.0,280.0,0.351487,1
280,92.0,301.0,0.381954,1
281,70.0,327.0,0.425058,1
282,956.0,321.0,0.365348,1
283,694.0,353.0,0.372585,1
284,16.0,396.0,0.360371,1
285,58.0,423.0,0.507748,1
286,684.0,418.0,0.359556,1
287,382.0,432.0,0.377133,1
288,673.0,434.0,0.367788,1
289,44.0,448.0,0.355612,1
290,41.0,462.0,0.423241,1
291,40.0,488.0,0.418207,1
292,994.0,518.0,0.378469,1
293,109.0,582.0,0.520302,1
294,91.0,613.0,0.416681,1
295,21.0,625.0,0.358965,1
296,295.0,641.0,0.354869,1
297,160.0,647.0,0.353106,1
298,723.0,661.0,0.38467,1
299,350.0,887.0,0.41152,1
300,114.0,898.0,0.362469,1
301,127.0,912.0,0.367519,1
302,394.0,930.0,0.40891,1
303,470.0,946.0,0.368045,1
304,257.0,973.0,0.462694,1
305,354.0,1007.0,0.406554,1
306,129.0,276.0,0.505956,4
307,852.0,333.0,0.391547,5
308,378.0,665.0,0.687469,5
309,212.0,748.0,0.573055,4
310,130.0,881.0,0.610154,3
311,38.0,16.0,0.4102,1
312,273.0,21.0,0.454249,1
313,490.0,36.0,0.390036,1
314,95.0,42.0,0.357056,1
315,808.0,67.0,0.504885,1
316,665.0,71.0,0.451336,1
317,858.0,104.0,0.641111,1
318,634.0,72.0,0.355569,1
319,316.0,76.0,0.357321,1
320,350.0,84.0,0.36685,1
321,79.0,87.0,0.363624,1
322,266.0,94.0,0.440385,1
323,322.0,90.0,0.354552,1
324,546.0,104.0,0.517724,1
325,353.0,107.0,0.429434,1
326,419.0,114.0,0.479234,1
327,899.0,114.0,0.420132,1
328,89.0,119.0,0.401196,1
329,708.0,117.0,0.368603,1
330,965.0,122.0,0.373874,1
331,86.0,133.0,0.365981,1
332,515.0,135.0,0.400319,1
333,202.0,135.0,0.360809,1
334,962.0,135.0,0.366758,1
335,889.0,141.0,0.453508,1
336,358.0,139.0,0.356309,1
337,715.0,145.0,0.422508,1
338,410.0,146.0,0.350132,1
339,355.0,157.0,0.461322,1
340,890.0,156.0,0.377661,1
341,547.0,156.0,0.362819,1
342,585.0,180.0,0.49882,1
343,275.0,174.0,0.358557,1
344,51.0,177.0,0.404998,1
345,16.0,183.0,0.423321,1
346,911.0,188.0,0.390371,1
347,306.0,201.0,0.471661,1
348,19.0,200.0,0.398112,1
349,78.0,203.0,0.356862,1
350,241.0,216.0,0.418587,1
351,739.0,218.0,0.459562,1
352,117.0,215.0,0.376225,1
353,908.0,222.0,0.464592,1
354,376.0,225.0,0.490034,1
355,945.0,224.0,0.401407,1
356,829.0,228.0,0.487328,1
357,322.0,242.0,0.531039,1
358,76.0,229.0,0.389527,1
359,39.0,238.0,0.437555,1
360,646.0,235.0,0.405681,1
361,389.0,244.0,0.464367,1
362,261.0,245.0,0.420177,1
363,106.0,256.0,0.448912,1
364,642.0,264.0,0.407893,1
365,374.0,275.0,0.414997,1
366,568.0,272.0,0.351118,1
367,640.0,281.0,0.37886,1
368,353.0,293.0,0.394085,1
369,107.0,297.0,0.400627,1
370,640.0,295.0,0.387228,1
371,704.0,305.0,0.439241,1
372,327.0,296.0,0.36184,1
373,334.0,313.0,0.430543,1
374,55.0,330.0,0.518665,1
375,243.0,328.0,0.419144,1
376,478.0,327.0,0.357033,1
377,276.0,338.0,0.377361,1
378,91.0,349.0,0.453093,1
379,336.0,363.0,0.603778,1
380,47.0,355.0,0.377706,1
381,531.0,364.0,0.393359,1
382,547.0,376.0,0.375233,1
383,77.0,383.0,0.377728,1
384,590.0,383.0,0.437038,1
385,59.0,396.0,0.435529,1
386,110.0,398.0,0.508489,1
387,268.0,395.0,0.469975,1
388,555.0,396.0,0.45005,1
389,91.0,412.0,0.358356,1
390,87.0,429.0,0.418404,1
391,315.0,434.0,0.441294,1
392,605.0,430.0,0.361146,1
393,113.0,445.0,0.540134,1
394,277.0,446.0,0.53127,1
395,60.0,452.0,0.476652,1
396,618.0,436.0,0.363515,1
397,168.0,443.0,0.428843,1
398,230.0,449.0,0.397968,1
399,397.0,452.0,0.376868,1
400,330.0,467.0,0.385051,1
401,135.0,462.0,0.375292,1
402,898.0,472.0,0.406586,1
403,399.0,480.0,0.483343,1
404,304.0,484.0,0.409746,1
405,198.0,488.0,0.435303,1
406,118.0,495.0,0.434106,1
407,219.0,492.0,0.382413,1
408,971.0,493.0,0.459972,1
409,897.0,497.0,0.490104,1
410,264.0,512.0,0.651432,1
411,311.0,503.0,0.416074,1
412,110.0,506.0,0.368011,1
413,352.0,507.0,0.405381,1
414,390.0,512.0,0.35968,1
415,142.0,527.0,0.484189,1
416,902.0,522.0,0.460743,1
417,748.0,520.0,0.362397,1
418,180.0,549.0,0.463336,1
419,293.0,536.0,0.418558,1
420,387.0,538.0,0.480074,1
421,421.0,544.0,0.525978,1
422,472.0,542.0,0.366703,1
423,919.0,544.0,0.381852,1
424,670.0,555.0,0.414916,1
425,909.0,564.0,0.388868,1
426,315.0,564.0,0.40676,1
427,896.0,564.0,0.380754,1
428,94.0,576.0,0.452519,1
429,908.0,579.0,0.418134,1
430,425.0,576.0,0.410312,1
431,222.0,594.0,0.425485,1
432,96.0,590.0,0.358507,1
433,335.0,599.0,0.475326,1
434,920.0,593.0,0.375576,1
435,303.0,600.0,0.40893,1
436,895.0,606.0,0.384248,1
437,462.0,603.0,0.370151,1
438,864.0,613.0,0.376242,1
439,121.0,627.0,0.422565,1
440,920.0,633.0,0.521076,1
441,782.0,632.0,0.511174,1
442,910.0,633.0,0.355707,1
443,678.0,638.0,0.367321,1
444,408.0,657.0,0.35473,1
445,132.0,660.0,0.364204,1
446,410.0,668.0,0.392498,1
447,906.0,665.0,0.362719,1
448,896.0,688.0,0.466615,1
449,816.0,684.0,0.350078,1
450,1000.0,686.0,0.350286,1
451,561.0,690.0,0.379502,1
452,401.0,697.0,0.376966,1
453,599.0,699.0,0.421948,1
454,915.0,708.0,0.365651,1
455,948.0,711.0,0.411787,1
456,632.0,717.0,0.414745,1
457,981.0,725.0,0.447963,1
458,669.0,743.0,0.566248,1
459,428.0,729.0,0.401295,1
460,787.0,744.0,0.501424,1
461,395.0,734.0,0.360104,1
462,462.0,741.0,0.457607,1
463,757.0,750.0,0.399931,1
464,707.0,767.0,0.520651,1
465,856.0,761.0,0.359244,1
466,862.0,768.0,0.391132,1
467,775.0,791.0,0.52326,1
468,894.0,776.0,0.387923,1
469,461.0,776.0,0.364845,1
470,371.0,802.0,0.548757,1
471,819.0,817.0,0.588229,1
472,292.0,803.0,0.364276,1
473,498.0,807.0,0.381534,1
474,917.0,816.0,0.657933,1
475,993.0,822.0,0.539428,1
476,384.0,820.0,0.382357,1
477,19.0,830.0,0.467051,1
478,622.0,817.0,0.456533,1
479,638.0,828.0,0.471131,1
480,913.0,837.0,0.397551,1
481,672.0,843.0,0.593624,1
482,86.0,846.0,0.444995,1
483,564.0,853.0,0.511706,1
484,409.0,851.0,0.549284,1
485,54.0,852.0,0.398342,1
486,991.0,857.0,0.419325,1
487,785.0,860.0,0.411441,1
488,254.0,856.0,0.366671,1
489,528.0,860.0,0.405311,1
490,825.0,882.0,0.609549,1
491,186.0,866.0,0.363106,1
492,646.0,866.0,0.364383,1
493,43.0,881.0,0.59762,1
494,74.0,872.0,0.369962,1
495,201.0,875.0,0.411868,1
496,571.0,884.0,0.475152,1
497,920.0,873.0,0.354259,1
498,182.0,875.0,0.378978,1
499,678.0,882.0,0.355609,1
500,920.0,886.0,0.35592,1
501,323.0,916.0,0.530414,1
502,70.0,898.0,0.389957,1
503,788.0,890.0,0.383637,1
504,881.0,904.0,0.368586,1
505,856.0,913.0,0.48997,1
506,362.0,910.0,0.361781,1
507,615.0,922.0,0.508566,1
508,676.0,917.0,0.373085,1
509,27.0,932.0,0.444241,1
510,58.0,929.0,0.355608,1
511,916.0,936.0,0.417506,1
512,674.0,940.0,0.551503,1
513,210.0,936.0,0.352323,1
514,95.0,967.0,0.556245,1
515,354.0,938.0,0.350552,1
516,66.0,948.0,0.453582,1
517,210.0,945.0,0.362333,1
518,719.0,950.0,0.440795,1
519,118.0,949.0,0.382206,1
520,918.0,960.0,0.505132,1
521,294.0,956.0,0.352451,1
522,597.0,959.0,0.37067,1
523,606.0,958.0,0.358303,1
524,675.0,959.0,0.406942,1
525,118.0,974.0,0.500944,1
526,210.0,960.0,0.380575,1
527,891.0,965.0,0.480574,1
528,993.0,976.0,0.467569,1
529,38.0,982.0,0.516456,1
530,233.0,965.0,0.397684,1
531,545.0,975.0,0.502215,1
532,427.0,992.0,0.566478,1
533,616.0,971.0,0.401121,1
534,294.0,971.0,0.371284,1
535,668.0,980.0,0.493118,1
536,714.0,977.0,0.501507,1
537,916.0,997.0,0.571092,1
538,576.0,984.0,0.377648,1
539,847.0,989.0,0.385603,1
540,798.0,991.0,0.356804,1
541,144.0,1004.0,0.476308,1
542,705.0,1000.0,0.374769,1
543,591.0,1006.0,0.476362,1
544,841.0,1007.0,0.48159,1
545,363.0,195.0,0.670948,4
546,493.0,62.0,0.65002,5
547,482.0,36.0,0.614401,5
548,584.0,200.0,0.517753,4
549,387.0,397.0,0.696958,4
550,439.0,21.0,0.656601,5
551,559.0,145.0,0.567358,4
552,169.0,609.0,0.475008,4
553,96.0,284.0,0.580476,4
554,134.0,275.0,0.603021,4
555,710.0,35.0,0.652791,4
556,251.0,25.0,0.528373,1
557,335.0,37.0,0.635037,1
558,529.0,16.0,0.446832,1
559,769.0,18.0,0.448171,1
560,977.0,19.0,0.406734,1
561,1004.0,20.0,0.376536,1
562,92.0,21.0,0.409573,1
563,896.0,22.0,0.368854,1
564,567.0,32.0,0.500785,1
565,824.0,41.0,0.456877,1
566,516.0,33.0,0.60446,1
567,920.0,30.0,0.353296,1
568,772.0,56.0,0.602218,1
569,292.0,47.0,0.431786,1
570,547.0,51.0,0.377231,1
571,947.0,52.0,0.467742,1
572,383.0,58.0,0.628009,1
573,882.0,93.0,0.584179,1
574,621.0,60.0,0.402078,1
575,818.0,65.0,0.538854,1
576,990.0,101.0,0.565537,1
577,440.0,66.0,0.351024,1
578,313.0,75.0,0.458754,1
579,204.0,93.0,0.584053,1
580,143.0,86.0,0.64927,1
581,834.0,86.0,0.495675,1
582,929.0,90.0,0.45411,1
583,416.0,84.0,0.368266,1
584,816.0,86.0,0.409353,1
585,352.0,94.0,0.479069,1
586,408.0,90.0,0.357071,1
587,34.0,91.0,0.36092,1
588,427.0,105.0,0.453344,1
589,675.0,102.0,0.369491,1
590,71.0,108.0,0.402534,1
591,347.0,122.0,0.45636,1
592,19.0,132.0,0.523117,1
593,410.0,142.0,0.513685,1
594,452.0,129.0,0.429309,1
595,641.0,130.0,0.425983,1
596,909.0,141.0,0.43555,1
597,236.0,139.0,0.367779,1
598,772.0,145.0,0.424367,1
599,851.0,153.0,0.469995,1
600,680.0,148.0,0.354398,1
601,998.0,151.0,0.372597,1
602,444.0,155.0,0.397224,1
603,875.0,168.0,0.543707,1
604,327.0,168.0,0.456857,1
605,478.0,165.0,0.372156,1
606,1004.0,169.0,0.368548,1
607,453.0,178.0,0.367881,1
608,740.0,175.0,0.36328,1
609,924.0,187.0,0.516566,1
610,779.0,178.0,0.401203,1
611,823.0,179.0,0.369249,1
612,638.0,180.0,0.355842,1
613,634.0,194.0,0.399133,1
614,836.0,199.0,0.532862,1
615,814.0,221.0,0.4269,1
616,283.0,200.0,0.374597,1
617,960.0,210.0,0.456265,1
618,192.0,224.0,0.43017,1
619,437.0,248.0,0.767101,1
620,633.0,216.0,0.402605,1
621,27.0,231.0,0.471973,1
622,396.0,224.0,0.422711,1
623,946.0,232.0,0.542716,1
624,923.0,223.0,0.384524,1
625,256.0,227.0,0.40087,1
626,494.0,228.0,0.407292,1
627,964.0,238.0,0.361369,1
628,761.0,250.0,0.593078,1
629,495.0,246.0,0.400098,1
630,851.0,250.0,0.552592,1
631,382.0,247.0,0.395354,1
632,160.0,262.0,0.487626,1
633,511.0,275.0,0.454649,1
634,21.0,283.0,0.571863,1
635,915.0,270.0,0.449734,1
636,222.0,279.0,0.544918,1
637,314.0,275.0,0.418221,1
638,774.0,273.0,0.352275,1
639,902.0,307.0,0.704814,1
640,174.0,284.0,0.417203,1
641,770.0,285.0,0.503053,1
642,543.0,284.0,0.366007,1
643,126.0,302.0,0.518734,1
644,805.0,307.0,0.42363,1
645,579.0,322.0,0.571406,1
646,158.0,322.0,0.697629,1
647,512.0,315.0,0.445795,1
648,767.0,308.0,0.392703,1
649,414.0,309.0,0.378624,1
650,367.0,320.0,0.444904,1
651,207.0,316.0,0.405936,1
652,98.0,320.0,0.363613,1
653,457.0,323.0,0.45006,1
654,886.0,329.0,0.539633,1
655,983.0,327.0,0.416102,1
656,102.0,333.0,0.388215,1
657,263.0,338.0,0.419969,1
658,389.0,339.0,0.388347,1
659,493.0,334.0,0.360566,1
660,956.0,374.0,0.694758,1
661,444.0,394.0,0.560134,1
662,525.0,346.0,0.354862,1
663,132.0,355.0,0.381237,1
664,986.0,350.0,0.36873,1
665,19.0,355.0,0.485007,1
666,282.0,367.0,0.491718,1
667,740.0,364.0,0.437254,1
668,773.0,376.0,0.452379,1
669,587.0,379.0,0.439906,1
670,141.0,377.0,0.396174,1
671,196.0,376.0,0.430816,1
672,837.0,383.0,0.590419,1
673,623.0,376.0,0.360876,1
674,640.0,386.0,0.356885,1
675,193.0,390.0,0.383048,1
676,917.0,403.0,0.491382,1
677,645.0,403.0,0.439048,1
678,822.0,404.0,0.40489,1
679,507.0,410.0,0.463802,1
680,872.0,413.0,0.574761,1
681,984.0,434.0,0.496295,1
682,215.0,420.0,0.362263,1
683,775.0,455.0,0.532512,1
684,825.0,443.0,0.505819,1
685,486.0,459.0,0.466102,1
686,302.0,447.0,0.380599,1
687,346.0,474.0,0.542857,1
688,440.0,545.0,0.708518,1
689,390.0,458.0,0.353553,1
690,862.0,462.0,0.351693,1
691,163.0,477.0,0.43102,1
692,398.0,484.0,0.474949,1
693,809.0,481.0,0.440956,1
694,248.0,486.0,0.353779,1
695,286.0,511.0,0.498639,1
696,820.0,511.0,0.437811,1
697,82.0,493.0,0.363486,1
698,787.0,500.0,0.423045,1
699,982.0,496.0,0.352987,1
700,499.0,523.0,0.46994,1
701,577.0,504.0,0.357236,1
702,980.0,510.0,0.35467,1
703,773.0,528.0,0.447025,1
704,948.0,522.0,0.35309,1
705,732.0,552.0,0.507782,1
706,804.0,566.0,0.489729,1
707,566.0,559.0,0.412754,1
708,520.0,572.0,0.465238,1
709,342.0,570.0,0.469519,1
710,694.0,574.0,0.386626,1
711,80.0,575.0,0.399216,1
712,736.0,577.0,0.481312,1
713,376.0,580.0,0.416678,1
714,566.0,587.0,0.495755,1
715,248.0,595.0,0.445517,1
716,702.0,596.0,0.423161,1
717,409.0,604.0,0.540444,1
718,485.0,625.0,0.509692,1
719,829.0,605.0,0.535398,1
720,557.0,611.0,0.431448,1
721,301.0,631.0,0.501508,1
722,774.0,621.0,0.387166,1
723,733.0,624.0,0.36753,1
724,16.0,632.0,0.388017,1
725,352.0,633.0,0.359916,1
726,735.0,638.0,0.427874,1
727,830.0,646.0,0.443046,1
728,554.0,644.0,0.363223,1
729,794.0,664.0,0.486989,1
730,441.0,658.0,0.41269,1
731,511.0,656.0,0.394184,1
732,558.0,658.0,0.355443,1
733,393.0,665.0,0.474057,1
734,693.0,668.0,0.409498,1
735,427.0,669.0,0.353125,1
736,246.0,677.0,0.468825,1
737,560.0,677.0,0.410593,1
738,415.0,724.0,0.65326,1
739,704.0,697.0,0.566581,1
740,818.0,685.0,0.37536,1
741,565.0,692.0,0.386121,1
742,390.0,702.0,0.417002,1
743,524.0,707.0,0.370538,1
744,735.0,719.0,0.454026,1
745,852.0,721.0,0.497138,1
746,492.0,718.0,0.404476,1
747,368.0,811.0,0.647819,1
748,773.0,729.0,0.395982,1
749,808.0,728.0,0.367524,1
750,540.0,731.0,0.357381,1
751,599.0,762.0,0.516028,1
752,298.0,741.0,0.406989,1
753,773.0,744.0,0.428961,1
754,877.0,744.0,0.448003,1
755,641.0,748.0,0.392647,1
756,464.0,748.0,0.366961,1
757,497.0,749.0,0.396579,1
758,244.0,792.0,0.675399,1
759,738.0,755.0,0.371689,1
760,778.0,765.0,0.497907,1
761,175.0,767.0,0.376374,1
762,518.0,777.0,0.614107,1
763,454.0,770.0,0.415051,1
764,909.0,788.0,0.612885,1
765,872.0,772.0,0.36515,1
766,879.0,776.0,0.377378,1
767,82.0,779.0,0.361031,1
768,466.0,800.0,0.533415,1
769,751.0,809.0,0.489485,1
770,335.0,801.0,0.360426,1
771,615.0,822.0,0.458727,1
772,772.0,817.0,0.472104,1
773,921.0,818.0,0.432563,1
774,496.0,833.0,0.542739,1
775,405.0,837.0,0.454698,1
776,942.0,836.0,0.47031,1
777,795.0,854.0,0.513634,1
778,191.0,840.0,0.458111,1
779,537.0,841.0,0.364643,1
780,698.0,858.0,0.41925,1
781,144.0,864.0,0.463204,1
782,123.0,864.0,0.395166,1
783,233.0,872.0,0.43745,1
784,891.0,871.0,0.364171,1
785,76.0,877.0,0.365649,1
786,301.0,880.0,0.427739,1
787,754.0,894.0,0.510464,1
788,674.0,945.0,0.592425,1
789,112.0,884.0,0.38508,1
790,142.0,887.0,0.400474,1
791,289.0,934.0,0.554165,1
792,598.0,898.0,0.43218,1
793,895.0,890.0,0.463742,1
794,180.0,902.0,0.536094,1
795,940.0,900.0,0.361866,1
796,388.0,914.0,0.486136,1
797,46.0,915.0,0.432045,1
798,736.0,921.0,0.45981,1
799,993.0,925.0,0.525004,1
800,511.0,922.0,0.415684,1
801,413.0,941.0,0.442179,1
802,196.0,979.0,0.725698,1
803,492.0,954.0,0.38446,1
804,993.0,967.0,0.535839,1
805,29.0,986.0,0.588784,1
806,246.0,959.0,0.373782,1
807,778.0,961.0,0.381877,1
808,242.0,970.0,0.360357,1
809,370.0,978.0,0.496552,1
810,731.0,978.0,0.440266,1
811,467.0,987.0,0.479594,1
812,625.0,989.0,0.377303,1
813,137.0,999.0,0.502056,1
814,402.0,987.0,0.355627,1
815,702.0,987.0,0.37191,1
816,379.0,999.0,0.404205,1
817,831.0,1003.0,0.454469,1
818,369.0,118.0,0.7216,4
819,207.0,175.0,0.689477,5
