d3mIndex,att1,att2,att3,att4,att5,att6,binaryClass
206,0.0,2.0,0.0,153.222861,1.603066,5853.127996,N
207,0.0,2.0,0.0,145.646861,1.403479,4165.472661,N
208,0.0,3.0,1.0,146.382861,1.381846,2991.356255,N
209,0.0,2.0,0.0,130.578861,1.233348,2197.130197,N
210,0.0,3.0,1.0,141.222861,1.404113,4416.103747,N
211,0.0,3.0,1.0,146.556861,1.532271,5572.131455,N
212,0.0,3.0,1.0,145.464861,1.366312,3670.647131,N
213,0.0,3.0,1.0,139.238861,1.444885,3672.318014,N
214,0.0,2.0,0.0,138.534861,1.29265,3228.25438,N
215,0.0,2.0,0.0,130.512861,1.321653,2872.47141,N
216,0.0,2.0,0.0,128.024861,1.433186,3643.662587,N
217,0.0,2.0,0.0,137.616861,1.328427,3366.231379,N
218,0.0,2.0,0.0,130.570861,1.248051,2838.268786,N
219,0.0,2.0,0.0,128.536861,1.547521,3634.413998,N
220,0.0,2.0,0.0,136.102861,1.339141,3045.174816,N
221,0.0,2.0,0.0,129.288861,1.257645,2621.69057,N
222,0.0,2.0,0.0,137.170861,1.281326,2916.292406,N
223,0.0,3.0,1.0,133.960861,1.314075,3187.257526,N
224,0.0,2.0,0.0,140.172861,1.409521,3187.611963,N
225,0.0,2.0,0.0,137.608861,1.351495,3213.777684,N
226,0.0,2.0,0.0,139.204861,1.430091,3566.38149,N
227,0.0,2.0,0.0,134.126861,1.293981,2989.56261,N
228,0.0,3.0,1.0,141.942861,1.428227,4125.995303,N
229,0.0,2.0,0.0,132.406861,1.281139,2728.172825,N
230,0.0,2.0,0.0,137.616861,1.339452,2890.290471,N
231,0.0,3.0,1.0,143.380861,1.376832,3845.846275,N
232,0.0,2.0,0.0,132.092861,1.282635,2831.14757,N
233,0.0,3.0,1.0,133.332861,1.483292,4427.264998,N
234,0.0,2.0,0.0,126.740861,1.237281,2610.744883,N
235,0.0,4.0,4.0,155.074861,1.512981,4419.579881,N
236,0.0,4.0,2.0,136.185861,1.474322,3943.681013,N
237,0.0,3.0,1.0,137.724861,1.495394,4753.669933,N
238,0.0,2.0,0.0,142.388861,1.403554,3740.200314,N
239,0.0,2.0,0.0,127.278861,1.247775,2630.604228,N
240,0.0,3.0,1.0,140.312861,1.488617,5247.761414,N
241,0.0,2.0,0.0,122.854861,1.437803,2607.936455,N
242,0.0,3.0,1.0,142.686861,1.517025,4909.856848,N
243,0.0,2.0,0.0,144.149861,1.287839,2574.880441,N
244,0.0,2.0,0.0,136.086861,1.340616,3582.058458,N
245,0.0,3.0,1.0,153.908861,1.355455,4170.923374,N
246,0.0,3.0,1.0,135.160861,1.295648,2982.128008,N
247,0.0,2.0,0.0,141.528861,1.421352,4289.40047,N
248,0.0,2.0,0.0,130.859861,1.243694,2297.983986,N
249,0.0,2.0,0.0,132.216861,1.293065,2762.74753,N
250,0.0,2.0,0.0,132.720861,1.28569,2755.062839,N
251,0.0,2.0,0.0,130.139861,1.168549,1942.058817,N
252,0.0,2.0,0.0,138.906861,1.407563,3432.480671,N
253,0.0,2.0,0.0,130.067861,1.472378,3410.535772,N
254,0.0,2.0,0.0,133.994861,1.301875,2844.444322,N
255,0.0,2.0,0.0,146.598861,1.48455,5011.066342,N
256,0.0,3.0,1.0,139.584861,1.314732,4147.567799,N
257,0.0,3.0,1.0,136.078861,1.475338,4657.636548,N
258,0.0,3.0,1.0,128.776861,1.338133,3486.892962,N
259,0.0,2.0,0.0,133.208861,1.288899,2416.307941,N
260,0.0,2.0,0.0,145.448861,1.353467,3350.713203,N
261,0.0,3.0,1.0,144.976861,1.384161,4001.242925,N
262,0.0,2.0,0.0,136.499861,1.291446,2286.769421,N
263,0.0,3.0,1.0,139.658861,1.384271,4088.052863,N
264,0.0,3.0,1.0,138.037861,1.286606,3489.973118,N
265,0.0,3.0,1.0,142.826861,1.444492,3980.193473,N
266,0.0,2.0,0.0,138.030861,1.32854,2935.398334,N
267,0.0,3.0,1.0,135.615861,1.346694,3253.932959,N
268,0.0,3.0,1.0,150.354861,1.765731,6730.247605,N
269,0.0,2.0,0.0,137.748861,1.278342,3213.045328,N
270,0.0,3.0,1.0,136.583861,1.351292,3403.983588,N
271,0.0,3.0,1.0,136.293861,1.316427,2755.237171,N
272,0.0,2.0,0.0,145.058861,1.28951,3239.715038,N
273,0.0,3.0,1.0,129.990861,1.23125,2034.494568,N
274,0.0,3.0,1.0,135.482861,1.311673,3767.82304,N
275,0.0,2.0,0.0,135.300861,1.29178,2295.147814,N
276,0.0,3.0,1.0,136.318861,1.432133,3775.714556,N
277,0.0,2.0,0.0,146.233861,1.375825,3239.991246,N
278,0.0,3.0,1.0,131.174861,1.304211,3276.901804,N
279,0.0,3.0,1.0,135.202861,1.353539,3880.477799,N
280,0.0,2.0,0.0,135.474861,1.30016,3061.816664,N
281,0.0,2.0,0.0,148.756861,1.675862,4918.628047,N
282,0.0,3.0,1.0,142.496861,1.60662,5119.361368,N
283,0.0,2.0,0.0,137.682861,1.496046,4395.574149,N
284,0.0,3.0,1.0,140.081861,1.484068,4474.208679,N
285,0.0,2.0,0.0,137.170861,1.291275,3030.359717,N
286,0.0,3.0,1.0,130.818861,1.318817,3223.869449,N
287,0.0,2.0,0.0,132.472861,1.384071,3238.837287,N
288,0.0,3.0,1.0,139.584861,1.298194,3055.208616,N
289,0.0,3.0,1.0,136.616861,1.404436,3771.59765,N
290,0.0,2.0,0.0,140.188861,1.363674,2842.992478,N
291,0.0,3.0,1.0,132.604861,1.266766,3294.542949,N
292,0.0,2.0,0.0,139.692861,1.521276,4354.333826,N
293,1.0,2.0,2.0,124.004861,1.381671,2819.710042,N
294,0.0,2.0,0.0,137.542861,1.277814,2668.63761,N
295,0.0,3.0,1.0,143.976861,1.524258,4804.798169,N
296,0.0,3.0,1.0,137.599861,1.368942,4152.130618,N
297,0.0,2.0,0.0,142.711861,1.341198,3359.635559,N
298,0.0,2.0,0.0,139.419861,1.361058,2385.083143,N
299,0.0,2.0,0.0,143.628861,1.423621,3550.768024,N
300,0.0,3.0,1.0,140.568861,1.337488,3745.487184,N
301,0.0,2.0,0.0,139.261861,1.241062,2250.276695,N
302,0.0,3.0,1.0,146.589861,1.411742,4624.49115,N
303,0.0,2.0,0.0,132.580861,1.334876,3552.805839,N
304,0.0,3.0,1.0,157.316861,1.751471,6954.974642,N
305,0.0,3.0,1.0,138.269861,1.344208,2626.221609,N
306,0.0,3.0,1.0,135.136861,1.42566,4134.958396,N
307,0.0,2.0,0.0,138.626861,1.591197,4811.324296,N
308,0.0,2.0,0.0,139.948861,1.353317,3198.097891,N
309,0.0,3.0,1.0,137.228861,1.427897,4220.563768,N
310,0.0,3.0,1.0,133.720861,1.332009,3389.70723,N
311,0.0,3.0,1.0,127.469861,1.446466,3753.589891,N
312,0.0,2.0,0.0,129.024861,1.410364,3052.154646,N
313,0.0,3.0,1.0,141.610861,1.358262,4615.541733,N
314,0.0,3.0,1.0,135.664861,1.303493,3242.31528,N
315,0.0,2.0,0.0,144.472861,1.351759,3132.833589,N
316,0.0,3.0,1.0,142.528861,1.408378,4734.158167,N
317,0.0,2.0,0.0,133.795861,1.322084,2805.48196,N
318,0.0,3.0,1.0,135.292861,1.349351,3449.626923,N
319,0.0,2.0,0.0,125.534861,1.449347,3027.626444,N
320,0.0,2.0,0.0,132.770861,1.286175,2900.261136,N
321,0.0,2.0,0.0,137.723861,1.281582,2761.859542,N
322,0.0,3.0,1.0,144.398861,1.525507,5269.595167,N
323,0.0,3.0,0.0,139.394861,1.379951,3790.135953,N
324,0.0,3.0,1.0,135.689861,1.332648,3541.002374,N
325,0.0,2.0,0.0,143.876861,1.557583,4703.269154,N
326,0.0,2.0,0.0,134.597861,1.325947,3491.201695,N
327,0.0,3.0,5.0,150.543861,1.601697,4951.456401,N
328,0.0,2.0,0.0,141.710861,1.454872,4056.328943,N
329,0.0,3.0,1.0,139.676861,1.547861,3766.469832,N
330,0.0,2.0,0.0,136.152861,1.49052,4092.140579,N
331,0.0,2.0,0.0,140.990861,1.221036,2197.882162,N
332,0.0,2.0,0.0,138.642861,1.407615,3198.815151,N
333,0.0,2.0,0.0,136.988861,1.34054,3296.954904,N
334,0.0,2.0,0.0,128.122861,1.384995,3126.28153,N
335,0.0,2.0,0.0,141.024861,1.317326,2880.77026,N
336,0.0,3.0,1.0,142.686861,1.359963,3636.169444,N
337,0.0,3.0,1.0,143.165861,1.386056,4104.3202,N
338,0.0,2.0,0.0,134.424861,1.374619,3432.422035,N
339,0.0,3.0,1.0,143.828861,1.459323,5085.762724,N
340,0.0,2.0,0.0,132.290861,1.307212,3196.295811,N
341,0.0,2.0,0.0,130.363861,1.282674,2429.448923,N
342,0.0,2.0,0.0,140.130861,1.350325,3655.555177,N
343,0.0,2.0,0.0,133.290861,1.325249,3081.266706,N
344,0.0,2.0,0.0,128.818861,1.478618,3001.151678,N
345,0.0,2.0,0.0,130.040861,1.292936,2827.824295,N
346,0.0,3.0,1.0,131.744861,1.312326,3355.984762,N
347,0.0,2.0,0.0,130.092861,1.415676,3100.755545,N
348,0.0,2.0,0.0,146.696861,1.416077,4380.491688,N
349,0.0,3.0,1.0,132.382861,1.289276,3256.693019,N
350,0.0,2.0,0.0,134.350861,1.28271,3345.685383,N
351,0.0,2.0,0.0,129.263861,1.261157,2454.235533,N
352,0.0,2.0,0.0,136.094861,1.288339,3050.003532,N
353,0.0,3.0,1.0,145.266861,1.460744,4527.256946,N
354,0.0,3.0,1.0,141.876861,1.491559,4718.591999,N
355,0.0,2.0,0.0,131.290861,1.252061,2972.996929,N
356,0.0,2.0,0.0,137.062861,1.337247,3381.278613,N
357,0.0,3.0,1.0,132.976861,1.283637,3294.15124,N
358,0.0,2.0,0.0,127.552861,1.281806,2914.535192,N
359,0.0,3.0,1.0,134.010861,1.342451,3413.02932,N
360,0.0,2.0,0.0,129.058861,1.391034,2890.509108,N
361,0.0,3.0,1.0,156.034861,1.526002,5673.81668,N
362,0.0,3.0,1.0,143.034861,1.351755,4163.442773,N
363,0.0,2.0,0.0,130.347861,1.236025,2389.435743,N
364,0.0,2.0,0.0,144.448861,1.353771,3793.768256,N
365,0.0,3.0,1.0,147.640861,1.684927,6336.329658,N
366,0.0,2.0,0.0,133.381861,1.290572,2397.648513,N
367,0.0,2.0,0.0,133.928861,1.257261,3290.017059,N
368,0.0,3.0,1.0,152.246861,1.536802,5779.456775,N
369,0.0,2.0,0.0,144.580861,1.346122,3621.026756,N
370,0.0,2.0,0.0,160.790861,1.728012,6309.708086,N
371,0.0,2.0,0.0,163.220861,1.700665,6735.687044,N
372,0.0,2.0,0.0,133.754861,1.288134,2821.708852,N
373,0.0,3.0,1.0,145.200861,1.497661,5041.668302,N
374,0.0,2.0,0.0,139.056861,1.361597,3739.706292,N
375,0.0,2.0,0.0,131.545861,1.280362,2864.290187,N
376,0.0,3.0,1.0,136.574861,1.35959,3654.52119,N
377,0.0,3.0,1.0,135.060861,1.303754,3247.020748,N
378,0.0,2.0,0.0,135.978861,1.217897,2378.94171,N
379,0.0,2.0,0.0,123.342861,1.438571,2738.415961,N
380,0.0,2.0,0.0,132.869861,1.272218,3383.751039,N
381,0.0,2.0,0.0,140.610861,1.333344,3467.170077,N
382,0.0,2.0,0.0,136.822861,1.273891,2779.175037,N
383,0.0,2.0,0.0,131.397861,1.243176,2260.193519,N
384,0.0,3.0,1.0,142.272861,1.383946,4014.584125,N
385,0.0,2.0,0.0,134.606861,1.316439,2984.782311,N
386,0.0,3.0,1.0,142.082861,1.31785,3822.730542,N
387,0.0,2.0,0.0,136.144861,1.462082,3576.912855,N
388,0.0,3.0,1.0,136.665861,1.334972,3090.644878,N
389,0.0,2.0,0.0,136.872861,1.3386,3119.817292,N
390,0.0,2.0,0.0,152.470861,1.531241,4676.592355,N
391,0.0,2.0,0.0,137.798861,1.401772,3648.335381,N
392,0.0,2.0,0.0,133.862861,1.285434,2644.125501,N
393,0.0,2.0,0.0,133.315861,1.264884,2606.864951,N
394,0.0,2.0,0.0,134.837861,1.260916,2511.185548,N
395,0.0,2.0,0.0,130.818861,1.329903,2834.456024,N
396,0.0,3.0,1.0,135.507861,1.441723,4255.362811,N
397,0.0,2.0,0.0,135.152861,1.404386,3247.438041,N
398,0.0,2.0,0.0,137.600861,1.497378,3810.383253,N
399,0.0,3.0,1.0,148.400861,1.456604,4637.840506,N
400,0.0,2.0,0.0,180.084861,2.065354,10383.516035,N
401,0.0,2.0,0.0,194.706861,2.077484,10844.623006,N
402,0.0,2.0,0.0,197.734861,2.16143,11864.419656,N
403,0.0,2.0,0.0,184.724861,1.746729,9651.529756,N
404,0.0,2.0,0.0,186.130861,1.939374,10791.496462,N
405,0.0,2.0,0.0,183.450861,1.924623,9915.45606,N
406,0.0,2.0,0.0,194.020861,2.055514,10945.464512,N
407,0.0,2.0,0.0,171.368861,1.938348,8498.500953,N
408,0.0,2.0,0.0,165.546861,1.697337,6474.977916,N
409,0.0,2.0,0.0,212.356861,2.405833,13238.901705,N
410,0.0,2.0,0.0,189.910861,1.961442,10494.54043,N
411,0.0,2.0,0.0,157.886861,1.756449,6514.907249,N
412,0.0,2.0,0.0,161.766861,1.728495,7201.995751,N
413,0.0,3.0,1.0,177.024861,1.870185,9013.051976,N
414,0.0,2.0,0.0,187.114861,1.92869,9843.096845,N
415,0.0,2.0,0.0,223.296861,2.55883,13018.090821,N
416,0.0,3.0,1.0,192.646861,2.01692,11262.432365,N
417,0.0,2.0,0.0,189.504861,2.145209,10719.733324,N
418,0.0,2.0,0.0,188.312861,2.106427,11225.111355,N
419,0.0,2.0,0.0,183.070861,2.094414,11134.715721,N
420,0.0,2.0,0.0,194.706861,2.025968,11045.379389,N
421,0.0,2.0,0.0,204.382861,2.123762,12497.722802,N
422,0.0,3.0,1.0,206.194861,2.065553,12718.16452,N
423,0.0,2.0,0.0,166.214861,1.922235,7927.742891,N
424,0.0,2.0,0.0,197.262861,2.08986,9520.673751,N
425,0.0,2.0,0.0,188.256861,1.998681,9546.505101,N
426,0.0,3.0,1.0,184.492861,2.024295,9561.246416,N
427,0.0,2.0,0.0,168.836861,1.912786,8950.947076,N
428,0.0,2.0,0.0,197.874861,2.053352,10906.43064,N
429,0.0,2.0,0.0,187.750861,2.058486,10846.700491,N
430,0.0,2.0,0.0,193.260861,2.026141,11076.601022,N
431,0.0,2.0,0.0,200.942861,2.111057,12115.815796,N
432,0.0,2.0,0.0,194.864861,1.999253,10878.2649,N
433,0.0,2.0,0.0,189.100861,2.095565,10524.65185,N
434,0.0,2.0,0.0,207.822861,2.172815,12274.344057,N
